                                                    ,KOL_ID,Username,Followers,Country,Social media URL,Restaurant name,Restaurant ID,Cuisine Type,Package Type,Package price,Package Name,Alergies,Comments,Fee per content,Hotel required,Validation 1,Sales in charge,Target Date,Target time,No people,Sales Check,Line_thread_id,Booking ID,Target post date,Post details,Notes,index
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,57th Street Marriott Sukhumvit 57,1826,"International, Fusion",All You Can Eat,990,[Mon-Thu] International Dinner Buffet with 1 Beer,None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,bond@hungryhub.com,23/10/2025,7:00:00 pm,2 + 2(kids),Refused,582579832039145648,,,,Lars,HH-INCHTSRFWRX
,HH-TMABUGLR,mackabuang,"181,167",,Instagram.com/mackabuang,Hotaru 119 Omakase - Rama 9,,Japanese,Party Pack,1176,Omakase 14-Course for 1 Person,,,"5,000",,,bond@hungryhub.com,23/10/2025,7:30:00 pm,2,Booked,584169649785275120,8109871,,Posted,Sirada,HH-TMABUGLRYCB82
,HH-TMABUGLR,mackabuang,"181,167",,Instagram.com/mackabuang,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"5,000",,,surasit@hungryhub.com,23/10/2025,12:30:00 pm,2,Booked,584210485176959356,8114596,,Posted,Sirada,HH-TMABUGLRJKF37
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,Flavors at Renaissance Bangkok,1594,"International, Fusion, Thai, European",All You Can Eat,1780,[Thurs.-Sun.] Seafood Buffet with Free Flow Soft Drinks (6PM - 8.30PM),None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,ravi@hungryhub.com,23/10/2025,7:00:00 pm,2 + 2(kids),Booked,583299176113373462,8102689,13/11/2025,Posted,Lars,HH-INCHTSRFIRE32
,HH-INVAT,vanishaoct,"110,445",Bangkok,http://instagram.com/vanishaoct,Koko Japanese Omakase,,Japanese,Party Pack,999,Omakase 12 Course,,,,FALSE,,sirirat@hungryhub.com,23/10/2025,7:30:00 pm,2,Booked,584344958321295718,8119140,,Posted,,HH-INVATSBE27
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,Fallabella River Front Iconsiam,1656,"International, Fusion, European",Party Pack,950,NEW: Lunch Set for 2 Persons,None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,sirirat@hungryhub.com,24/10/2025,1:30:00 pm,2 + 2(kids),Booked,582579834404995346,8115103,,,Lars,HH-INCHTSRFGZV
,HH-XHSXA,小A在泰国,14.8K,Thai Expat,https://www.xiaohongshu.com/user/profile/5e98447e00000000010076e3?xsec_token=YB4IHQhcSdDSyjXWrtY6Ul9q2gWeoEIQU7-JE1oYa6FVg=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760434136&share_id=4e61ecd8ef3b481b807c76900a597807,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,,FALSE,,surasit@hungryhub.com,24/10/2025,7:30:00 pm,2,Booked,583181243995390372,8070359,,,,HH-XHSXACVN67
,HH-XHSYI,芋头妮妮在泰国,29K,Thai Expat,https://www.xiaohongshu.com/user/profile/5f7a7401000000000100bac2?xsec_token=YBSYf7c0soH0OWe29KI41jN0Adas-Msvm97TGWOaZN8dY=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=Nz47ODY1Nz07N0g2Szw3PDhFOTk5RzxL&apptime=1760434532&share_id=fa82ae8824c84af9aa864086a3a58e6a,Charcoal Tandoor Grill & Mixology,6094,Thai,Party Pack,2790,Sharing Set for 2 People,,,,FALSE,,watcharavit@hungryhub.com,24/10/2025,1:00:00 pm,2,Asked Bank,583324728618648083,,,,,HH-XHSYIFNT81
,HH-XHSYI,芋头妮妮在泰国,29K,Thai Expat,https://www.xiaohongshu.com/user/profile/5f7a7401000000000100bac2?xsec_token=YBSYf7c0soH0OWe29KI41jN0Adas-Msvm97TGWOaZN8dY=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=Nz47ODY1Nz07N0g2Szw3PDhFOTk5RzxL&apptime=1760434532&share_id=fa82ae8824c84af9aa864086a3a58e6a,Purple Laurel 紫桂轩,5828,Thai Isaan,Party Pack,3290,Sharing Set for 2 People,,,,FALSE,,ravi@hungryhub.com,24/10/2025,6:00:00 pm,2,Refused,583324731537883818,,,,,HH-XHSYIPBV29
,HH-TMABUGLR,mackabuang,"181,167",,Instagram.com/mackabuang,Opium Bar,.,Fusion,Party Pack,2250,Sharing Set for 2 People,,,"5,000",,,#N/A,24/10/2025,6:00:00 pm,2,,,,,,Sirada,
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,About Beef Lava Grill,4751,"Japanese, Fusion, Thai",All You Can Eat,1241,Premium International Buffet (Only for Hungry Hub),None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,dew@hungryhub.com,25/10/2025,7:00:00 pm,2 + 2(kids),Booked,582579829389131779,8051902,,,Lars,HH-INCHTSRFWFM
,HH-XHSYI,芋头妮妮在泰国,29K,Thai Expat,https://www.xiaohongshu.com/user/profile/5f7a7401000000000100bac2?xsec_token=YBSYf7c0soH0OWe29KI41jN0Adas-Msvm97TGWOaZN8dY=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=Nz47ODY1Nz07N0g2Szw3PDhFOTk5RzxL&apptime=1760434532&share_id=fa82ae8824c84af9aa864086a3a58e6a,"The Standard Grill at The Standard, Bangkok Mahanakhon",5110,Chinese,Party Pack,3150,Sharing Set for 2 People,,,,FALSE,,ravi@hungryhub.com,25/10/2025,1:00:00 pm,2,Refused,583324725565718820,,,,,HH-XHSYIBGF70
,HH-TMABUGLR,mackabuang,"181,167",,Instagram.com/mackabuang,Baan Suriyasai @ Surawongse,5979,Thai,Party Pack,1490,Sharing Set for 2 People,,,"5,000",,,bond@hungryhub.com,25/10/2025,11:30:00 am,,Asked Bond,584211248422322481,,,,Sirada,HH-TMABUGLRBNB97
,HH-XHSTD,Yanchela在泰国,"11,200",Thai Expat,https://www.xiaohongshu.com/user/profile/58710cd56a6a692b60fab696?xhsshare=CopyLink&appuid=58710cd56a6a692b60fab696&apptime=1724745889,Charoen Rung Rueang International Buffet True Digital 101,5295,Japanese,All You Can Eat,1999,Hungry Hub Special Package,,,,FALSE,,dew@hungryhub.com,25/10/2025,11:30:00 am,2,Refused,584011893354529021,,,,,HH-XHSTDIVL33
,HH-XHSTD,Yanchela在泰国,"11,200",Thai Expat,https://www.xiaohongshu.com/user/profile/58710cd56a6a692b60fab696?xhsshare=CopyLink&appuid=58710cd56a6a692b60fab696&apptime=1724745889,Praya Kitchen Bangkok Marriott Hotel The Surawongse,1483,Thai,All You Can Eat,1099,Lunch Buffet Saturday (12:00-15:00),,,,FALSE,,ravi@hungryhub.com,25/10/2025,11:30:00 am,2,Asked Ravi,584172150932373893,,,,,HH-XHSTDBNT48
,HH-XHSMB,海边听Jay.,"10,100",Thai Expat,https://www.xiaohongshu.com/user/profile/5fd4a852000000000100b25a?xsec_token=YBP8XqQM3vtZQ1IgUEjjtXo51BTnXrECjatPYHkuNS-98=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODc6Nzo5NTo2NzUyOTgwNjczOTc4PT5K&apptime=1759996405&share_id=ffbf66cf90ce46b086416d365b979a9e,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"3,000",FALSE,,surasit@hungryhub.com,25/10/2025,7:30:00 pm,4,Validated,584056996349870346,,,,,HH-XHSMBZTK77
,HH-ANXXPT,ancomothai,"15,100",,Tiktok.com/@ancomothai,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"3,000",,,surasit@hungryhub.com,25/10/2025,12:30:00 pm,2,Validated,584191229093740944,,,,Sirada,HH-ANXXPTSVX62
,HH-XHSMB,海边听Jay.,"10,100",Thai Expat,https://www.xiaohongshu.com/user/profile/5fd4a852000000000100b25a?xsec_token=YBP8XqQM3vtZQ1IgUEjjtXo51BTnXrECjatPYHkuNS-98=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODc6Nzo5NTo2NzUyOTgwNjczOTc4PT5K&apptime=1759996405&share_id=ffbf66cf90ce46b086416d365b979a9e,"The Standard Grill at The Standard, Bangkok Mahanakhon",5110,Chinese,Party Pack,4590,Sharing Set for 3 People,,,"3,000",FALSE,,ravi@hungryhub.com,26/10/2025,3:00:00 pm,3,Asked Ravi,584181088625098902,,,,,HH-XHSMBXVT97
,HH-XHSMB,海边听Jay.,"10,100",Thai Expat,https://www.xiaohongshu.com/user/profile/5fd4a852000000000100b25a?xsec_token=YBP8XqQM3vtZQ1IgUEjjtXo51BTnXrECjatPYHkuNS-98=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODc6Nzo5NTo2NzUyOTgwNjczOTc4PT5K&apptime=1759996405&share_id=ffbf66cf90ce46b086416d365b979a9e,Hotaru 119 Omakase - Rama 9,5940,Japanese,Party Pack,1176,Omakase 14-Course for 1 Person,,,"3,000",FALSE,,bond@hungryhub.com,26/10/2025,7:30:00 pm,3,Validated,584181090941141447,,,,,HH-XHSMBMXZ72
,HH-INVAT,vanishaoct,"110,445",Bangkok,http://instagram.com/vanishaoct,Baan Suriyasai @ Surawongse,5979,Thai,Party Pack,1490,Sharing Set for 2 People,,,,FALSE,,bond@hungryhub.com,26/10/2025,12:00:00 pm,2,Asked Bond,584344955150663956,,,,,HH-INVATWUT43
,HH-XHSAMD,爱吃香菜,36.3K,Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,57th Street Marriott Sukhumvit 57,1826,Japanese,All You Can Eat,1560,International Dinner Buffet (ROUND: 8PM - 10PM),,,"3,000",FALSE,,bond@hungryhub.com,27/10/2025,8:00:00 am,2,Booked,583181237016592906,8070340,,,,HH-XHSAMDUUR78
,HH-XHSDR,酸奶不酸,"28,000",Thai Expat,https://www.xiaohongshu.com/user/profile/6603b3cf000000000600cb00?xsec_token=YBI5M4DorZH9bthrSoS4vbilOJUCMZuj_V_nwhTwh8NCw=&xsec_source=app_share&xhsshare=CopyLink&appuid=5b818f1a99d2360001c67a98&apptime=1746598212&share_id=7cd6ed388bc949d694eca000f45110cb,Savoey Riverview Rama 3,1773,Chinese,Party Pack,1299,Standard Sharing Set for 2-4 People : Choose 4 Dishes + 2 Desserts,,,,FALSE,,sirirat@hungryhub.com,27/10/2025,5:00:00 pm,4,Booked,584016861776838711,8135103,,,,HH-XHSDRWFJ16
,HH-RJW,rogerwu,253K,Hong Kong,https://www.youtube.com/@rogerwu,Paii at The House on Sathorn,1545,Singaporean,Party Pack,2590 3690,"Sharing Set for 2 People (1 Oct onwards)
Sharing Set for 3 People (1 Oct onwards)
",,,,FALSE,,ravi@hungryhub.com,28/10/2025,12:00:00 pm,4,Booked,583169932880511205,8071157,,,,HH-RJWZKK11
,HH-RJW,rogerwu,253K,Hong Kong,https://www.youtube.com/@rogerwu,Ministry Of Crab,6196,Chinese,Party Pack,7038,Crabtastic Experience for 2 People,,,,FALSE,,papassarin@hungryhub.com,28/10/2025,12:00:00 pm,4,Booked,583169938802606562,"
8079209",,,,HH-RJWDME68
,HH-RJW,rogerwu,253K,Hong Kong,https://www.youtube.com/@rogerwu,Anchor Premium Buffet ,.,#N/A,All You Can Eat,1399,Premium Buffet + 1 Foie Gras De Anchor,,,,FALSE,,#N/A,28/10/2025,5:00:00 pm,4,Asked Nidnueng,583176434101780783,,,,,HH-RJWTJN45
,HH-RJW,rogerwu,253K,Hong Kong,https://www.youtube.com/@rogerwu,Okura Cruise,5531,Japanese,Party Pack,4200,"Seasonal Kaiseki Set Menu, 8-Course per person",,,,FALSE,,ravi@hungryhub.com,28/10/2025,6:30:00 pm,4,Booked,583169941218787483,8077959,,,,HH-RJWIYF94
,HH-LOCH1,chinesebar1,"37,000",,Tiktok.com/@chinesebar1,Kuang Seafood Ratchada,1353,Italian,All You Can Eat,999,Thai-Chinese Seafood Buffet & 1 Premium Dish with Free Flow Beer,,"Cross post: 
Douyin: https://www.douyin.com/user/MS4wLjABAAAA7MiFgbJnZI5K5_Axwbuc87-VuLKjc-avHyLDFzZRY1Q?from_tab_name=main&relation=0&vid=7549141610165603618
Xiao Hong shu: https://www.xiaohongshu.com/explore/68c3ed06000000001b01f6ee?app_platform=ios&app_version=9.0.2&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBGGJPFcoQfz-K_UFpKlX6tt-fpdpmjIx4Yr17AA5EVs4=&author_share=1&xhsshare=CopyLink&shareRedId=ODY6ODY1SU02NzUyOTgwNjY0OThHOjc-&apptime=1757931579&share_id=4c9d8671d7b741f7a94debc863b3ebda","4,000",,,earth@hungryhub.com,28/10/2025,7:30:00 pm,3,Booked,584616483301622140,8133851,,,Sirada,HH-LOCH1TOM80
,HH-RJW,rogerwu,253K,Hong Kong,https://www.youtube.com/@rogerwu,Siam Yacht Club Royal Orchid Sheraton Riverside,3862,Fusion,Party Pack,1990 3690,"Sharing Set for 2 People
Sharing Set for 3 People",,Blogger asks for outdoor zone only,,FALSE,,ravi@hungryhub.com,29/10/2025,5:30:00 pm,4,Booked,583169936470835834,8071053,,,,HH-RJWBBO27
,HH-LOBAE,bangkok.vibe,"33,382",,Instagram.com/bangkok.vibe,Kuang Seafood Ratchada,1353,Italian,All You Can Eat,850,Thai-Chinese Seafood Buffet with Free Flow Soft Drinks,,,"10,125",,,earth@hungryhub.com,30/10/2025,12:00:00 pm,2,Booked,585030838929326425,8133824,,,Sirada,HH-LOBAEXZM07
,HH-XHSTD,Yanchela在泰国,"11,200",Thai Expat,https://www.xiaohongshu.com/user/profile/58710cd56a6a692b60fab696?xhsshare=CopyLink&appuid=58710cd56a6a692b60fab696&apptime=1724745889,Fatboy Izakaya Gaysorn Amarin,6344,Japanese,Party Pack,2999,Sharing Set for 3 People (Sun-Thu),,,,FALSE,,earth@hungryhub.com,30/10/2025,5:00:00 pm,3,Booked,585061366130541222,8142730,,,,HH-XHSTDSXK33
,HH-INBRO,brunobarbieriro,"39,700",Bangkok,https://www.tiktok.com/@brunobarbieriro,Audrey Cafe EmQuartier,425,International,Party Pack,1690,Happy Set,,,,FALSE,,bond@hungryhub.com,30/10/2025,6:30:00 pm,3,Booked,585325291652514479,8143043,,,,HH-INBROIEO80
,HH-INLAY,lastminuteguy,"50,050",,Instagram.com/lastminuteguy,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),,,,,,earth@hungryhub.com,31/10/2025,8:00:00 pm,2,Booked,584622611364578049,8124296,,,Guillaume,HH-INLAYKHW32
,HH-INLAY,lastminuteguy,"50,050",,Instagram.com/lastminuteguy,Paii at The House on Sathorn,1545,Thai,Party Pack,2590,Sharing Set for 2 People (1 Oct onwards),,,,,,ravi@hungryhub.com,01/11/2025,12:00:00 pm,2,Asked Ravi,584622615071818089,,,,Guillaume,HH-INLAYTEE53
,HH-KLICK14,西喜Chelsea,N/A,China,https://www.xiaohongshu.com/user/profile/5bf36f93fc7e1200015666fe?xsec_token=ABPVFi8MEtrUo1gnx5csejtPOS6vG-mz_kveA6ofC7MDs%3D&xsec_source=pc_search,Napha Emsphere,4621,Thai,Party Pack,,Sharing Set for 3 People,,2 Adults + 1 kid,,FALSE,,dew@hungryhub.com,01/11/2025,12:00:00 pm,3,Booked,582580184461869744,8051827,,,,HH-KLICK14FPO38
,HH-XHSYUM,躲猫咪在泰国,"28,000",Thai Expat,https://www.xiaohongshu.com/user/profile/64c12a000000000014036a71?xsec_token=YBxH-xvsDk5-Z5fcgQ6CGcB9K9ITPx7aCzIk5dL-0SngI=&xsec_source=app_share&xhsshare=CopyLink&appuid=557035863397db682949be50&apptime=1745642587&share_id=46c97a29fd9d4134bbb45733674d46ed,Gyu-Ya Yakiniku True Digital Park (West Side),5943,Italian,All You Can Eat,559,Gyu-Ya l Hungry Buffet,,,,FALSE,,earth@hungryhub.com,01/11/2025,6:00:00 pm,4,Booked,585069609263563319,8157141,,,,HH-XHSYUMDFV24
,HH-INLAY,lastminuteguy,"50,050",,Instagram.com/lastminuteguy,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,4412,International,Party Pack,2790,Romantic Set for 2 People (Booking 3 days in Advance),,,,,,bond@hungryhub.com,02/11/2025,6:30:00 pm,2,Booked,584622619014987931,8142649,,,Guillaume,HH-INLAYSRP00
,HH-XHSYUE,月园（泰游记）,"12,000",Thai Expat,https://www.xiaohongshu.com/user/profile/55759b29e4b1cf6c147965ec?xhsshare=CopyLink&appuid=55759b29e4b1cf6c147965ec&apptime=1727145904&share_id=65372a06cde340859d89d429714c967b,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,Party Pack,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,,FALSE,,surasit@hungryhub.com,02/11/2025,12:30:00 pm,4,Booked,585216284677898363,8142676,,,,HH-XHSYUESFR61
,HH-TSWCRRWO,swishdas,"19,641",,Instagram.com/swishdas,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,"dietary preferences gluten-free, lactose-free, and no beef",,0,,,surasit@hungryhub.com,02/11/2025,5:00:00 pm,2,Booked,585370089067381068,8149252,,,Sirada,HH-TSWCRRWOONQ39
,HH-TSWCRRWO,swishdas,"19,641",,Instagram.com/swishdas,Topgolf Megacity,3828,Italian,Xperience,1150,PLAY.FOOD.FUN A,"dietary preferences gluten-free, lactose-free, and no beef",,0,,,bond@hungryhub.com,03/11/2025,2:00:00 pm,2,Validated,585370092355715362,,,,Sirada,HH-TSWCRRWOLPE51
,HH-XHSDR,酸奶不酸,"28,000",Thai Expat,https://www.xiaohongshu.com/user/profile/6603b3cf000000000600cb00?xsec_token=YBI5M4DorZH9bthrSoS4vbilOJUCMZuj_V_nwhTwh8NCw=&xsec_source=app_share&xhsshare=CopyLink&appuid=5b818f1a99d2360001c67a98&apptime=1746598212&share_id=7cd6ed388bc949d694eca000f45110cb,Fatboy Izakaya Gaysorn Amarin,6344,Japanese,Party Pack,2499,Sip & Dine for 4 People (Sun-Thu),,"She would post this chnnel too: https://www.xiaohongshu.com/user/profile/55759b29e4b1cf6c147965ec?xhsshare=CopyLink&appuid=55759b29e4b1cf6c147965ec&apptime=1727145904&share_id=65372a06cde340859d89d429714c967b
https://www.douyin.com/user/MS4wLjABAAAAL-yvAeu6-jFkNkw0J7CAw5vhCwYmGPMDoCy6_dn4qWBxVdSN4Ap11wYlnM6ZI9bs?from_tab_name=main&relation=0&vid=7563949955079671099","5,000",FALSE,,earth@hungryhub.com,03/11/2025,5:30:00 pm,4,Booked,585629318278545547,8170470,,,,HH-XHSDRWZW72
,HH-INFIS,  ,"271,376",,Instagram.com/filipino.eats,Kuang Seafood Ratchada,1353,"Thai, Chinese",All You Can Eat,850,Thai-Chinese Seafood Buffet with Free Flow Soft Drinks,,,"8,379",,,earth@hungryhub.com,04/11/2025,7:00:00 pm,4,Booked,585219692449497321,8174855,,,Sirada,HH-INFISEJP43
,HH-XHSDRS,暹罗一只喵,"23,000",Thai Expat,https://www.xiaohongshu.com/user/profile/5b818f1a99d2360001c67a98?xsec_token=YBAB1PZckORkz1c2WK1lBWa0F05A1lwsZLhz24CZJSJlE=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=N0g6MTtLNUo_QEk0PD4wNjY0TD07Rj9B&apptime=1761560860&share_id=f244418ec44845bbb191d34991d09d88,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,"Cross Post 
Douyin: https://www.douyin.com/user/MS4wLjABAAAAL-yvAeu6-jFkNkw0J7CAw5vhCwYmGPMDoCy6_dn4qWBxVdSN4Ap11wYlnM6ZI9bs?from_tab_name=main&relation=0&vid=7563949955079671099",,FALSE,,surasit@hungryhub.com,04/11/2025,12:00:00 pm,4,Booked,585075844029349963,8138483,,,,HH-XHSDRSJPS61
,HH-INFIS,filipino.eats,"271,376",,Instagram.com/filipino.eats,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"8,379",,,surasit@hungryhub.com,05/11/2025,12:00:00 pm,4,Booked,585219694832124104,8142685,,,Sirada,HH-INFISIHF06
,HH-XHSYUE,月园（泰游记）,"12,000",Thai Expat,https://www.xiaohongshu.com/user/profile/55759b29e4b1cf6c147965ec?xhsshare=CopyLink&appuid=55759b29e4b1cf6c147965ec&apptime=1727145904&share_id=65372a06cde340859d89d429714c967b,Audrey Cafe EmQuartier,425,International,Party Pack,1690,Happy Set,,,,FALSE,,bond@hungryhub.com,05/11/2025,12:00:00 pm,4,Validated,585205314576449763,,,,,HH-XHSYUEERX40
,HH-XHSDRS,暹罗一只喵,"23,000",Thai Expat,https://www.xiaohongshu.com/user/profile/5b818f1a99d2360001c67a98?xsec_token=YBAB1PZckORkz1c2WK1lBWa0F05A1lwsZLhz24CZJSJlE=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=N0g6MTtLNUo_QEk0PD4wNjY0TD07Rj9B&apptime=1761560860&share_id=f244418ec44845bbb191d34991d09d88,Gyu-Ya Yakiniku True Digital Park (West Side),5943,Italian,All You Can Eat,559,Gyu-Ya l Hungry Buffet,,"Cross Post 
Douyin: https://www.douyin.com/user/MS4wLjABAAAAL-yvAeu6-jFkNkw0J7CAw5vhCwYmGPMDoCy6_dn4qWBxVdSN4Ap11wYlnM6ZI9bs?from_tab_name=main&relation=0&vid=7563949955079671099",,FALSE,,earth@hungryhub.com,05/11/2025,12:30:00 pm,4,Booked,585075846797590955,	8143766,,,,HH-XHSDRSIYZ42
,HH-LOITY,itsemandty,"15,652",,Instagram.com/itsemandty,Bubble in the Forest Cafe,5208,"Fusion, Japanese, Thai, Thai Isaan, European",Party Pack,2390,Set Menu for 2 People + Complimentary Gift for Hungry Hub Customers,Allergic to Seafood,,"4,000",,,dew@hungryhub.com,05/11/2025,11:00:00 am,,Booked,585612940561351058,	8159575,,,Sirada,HH-LOITYMTF52
,#REF!,dannyinbangkok,"26,466",Bangkok,Instagram.com/dannyinbangkok,About Beef Lava Grill,4751,"Japanese, Fusion, Thai",All You Can Eat,1241,Premium International Buffet (Only for Hungry Hub),,,"8,000",,,dew@hungryhub.com,06/11/2025,7:00:00 pm,3,Booked,584617642490069454,8124000,,,,HH-LODAKXGQ30
,HH-INFIS,filipino.eats,"271,376",,Instagram.com/filipino.eats,Koko Japanese Omakase,3166,"Japanese, International, Fusion, Steakhouse",Party Pack,999,Omakase 12 Course,,,"8,379",,,sirirat@hungryhub.com,06/11/2025,5:00:00 pm,4,Booked,585219697852285460,8143397,,,Sirada,HH-INFISHNH41
,HH-XHSTD,Yanchela在泰国,11.2K,Thai Expat,https://www.xiaohongshu.com/user/profile/58710cd56a6a692b60fab696?xhsshare=CopyLink&appuid=58710cd56a6a692b60fab696&apptime=1724745889,Atrium Restaurant The Landmark Bangkok Hotel,2749,International,All You Can Eat,1964,"(Mon-Fri) Lunch Buffet Include Free-Flow Drinking Water, Coffee and Tea",,,,FALSE,,sirirat@hungryhub.com,06/11/2025,11:30:00 am,2,Booked,585326330062045763,	8143412,,,,HH-XHSTDXGI86
,HH-XHSDR,酸奶不酸,"28,000",Thai Expat,https://www.xiaohongshu.com/user/profile/6603b3cf000000000600cb00?xsec_token=YBI5M4DorZH9bthrSoS4vbilOJUCMZuj_V_nwhTwh8NCw=&xsec_source=app_share&xhsshare=CopyLink&appuid=5b818f1a99d2360001c67a98&apptime=1746598212&share_id=7cd6ed388bc949d694eca000f45110cb,Giorgio's Riverside Royal Orchid Sheraton Hotel,2536,European,Party Pack,2390,Sharing Set for 4 People,,"She would post this chnnel too: https://www.xiaohongshu.com/user/profile/55759b29e4b1cf6c147965ec?xhsshare=CopyLink&appuid=55759b29e4b1cf6c147965ec&apptime=1727145904&share_id=65372a06cde340859d89d429714c967b
https://www.douyin.com/user/MS4wLjABAAAAL-yvAeu6-jFkNkw0J7CAw5vhCwYmGPMDoCy6_dn4qWBxVdSN4Ap11wYlnM6ZI9bs?from_tab_name=main&relation=0&vid=7563949955079671099","5,000",FALSE,,ravi@hungryhub.com,06/11/2025,5:00:00 pm,4,Booked,585629315274899579,8159623,,,,HH-XHSDRWJB24
,HH-XHSAMD,爱吃香菜,"36,300",Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,1856,Fusion,Party Pack,1999,Sharing Set for 2 People,,,"3,000",FALSE,,ravi@hungryhub.com,06/11/2025,6:00:00 pm,2,Validated,585631598201012743,,,,,HH-XHSAMDRNO80
,HH-XHSYUE,月园（泰游记）,"12,000",Thai Expat,https://www.xiaohongshu.com/user/profile/55759b29e4b1cf6c147965ec?xhsshare=CopyLink&appuid=55759b29e4b1cf6c147965ec&apptime=1727145904&share_id=65372a06cde340859d89d429714c967b,Great Harbour International Buffet,3005,Thai,All You Can Eat,1100,Great Harbour: Weekday Buffet (Monday- Friday),,,,FALSE,,bond@hungryhub.com,07/11/2025,12:00:00 pm,4,Booked,585321317231231303,8142725,,,,HH-XHSYUEDVB32
,HH-XHSDRS,暹罗一只喵,"23,000",Thai Expat,https://www.xiaohongshu.com/user/profile/5b818f1a99d2360001c67a98?xsec_token=YBAB1PZckORkz1c2WK1lBWa0F05A1lwsZLhz24CZJSJlE=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=N0g6MTtLNUo_QEk0PD4wNjY0TD07Rj9B&apptime=1761560860&share_id=f244418ec44845bbb191d34991d09d88,Great Harbour International Buffet,3005,Thai,All You Can Eat,1100,Great Harbour: Weekday Buffet (Monday- Friday),,,,FALSE,,bond@hungryhub.com,07/11/2025,12:30:00 pm,4,Booked,585347829929607426,8144007,,,,HH-XHSDRSMSQ70
,HH-LOITY,itsemandty,"15,652",,Instagram.com/itsemandty,Topgolf Megacity,3828,"American, International, Thai",Xperience,1150,PLAY.FOOD.FUN A,Allergic to Seafood,,"4,000",,,bond@hungryhub.com,07/11/2025,12:00:00 pm,,Validated,585612943581249573,,,,Sirada,HH-LOITYCXZ12
