,KOL_ID,Username,Price per post,Country,Restaurant Code,Restaurant Name,Cuisine Type,Social Media,Social media URL,Booking Date,Booking ID,Boost Code,Post Type,Post Date,Post URL,D+1,Views,Comments,Likes,D+5,Views (+5),Comments (+5),Likes (+5),D+10,Views (+10,Comments (+10),Likes (+10),growth rate,Conv Rate,CPM,Content,Hook (First 5 Seconds),Transcript,views (latest total)
,HH-INHAS,happylizzieeats,,Bangkok,5977,Baan Suriyasai @ One Bangkok,Thai,Instagram,Instagram.com/happylizzieeats,,Paid,,Video,24/06/2025,https://www.instagram.com/p/DLSheAuvuVN/,01/07/2025,"4,873",12,,29/06/2025,,,,04/07/2025,"5,109",12,-1,4.8%,0.22%,0.00,,Experience Authentic Royal Thai Cuisine in an XXX way (VO and text),,5109
,HH-INHAS,happylizzieeats,,Bangkok,5904,Restaurant PATT,French,Instagram,Instagram.com/happylizzieeats,,Paid,,Video,30/06/2025,https://www.instagram.com/p/DLh4KrFP2W5/,01/07/2025,"3,737",21,,05/07/2025,"8,097",29,-1,10/07/2025,"8,869",30,-1,137.3%,0.33%,0.00,,This got to be one of XXX's BEST NEW Restaurants... (VO and text),,8869
,HH-INHOY,hotelbuffet.my,,Bangkok,#N/A,Copper Beyond Buffet Gaysorn Amarin,#N/A,Instagram,Instagram.com/hotelbuffet.my,,Paid,,Video,24/08/2025,https://www.instagram.com/p/DNuw3dE5ueh/,25/08/2025,562,0,23,29/08/2025,"5,301",4,54,03/09/2025,"5,305",4,54,844.0%,1.09%,0.00,"没来过 @copperbeyondbuffet , 就不算来过曼谷! Buffet业里的Fine Dine!❤️❤️

一间高端顶级Buffet, 无人不知晓的【Copper Beyond Buffet】! 这家是曼谷本地人甚至游客也爱去的Buffet餐厅, 水准远超过一般酒店Buffet, 不是只有浮夸, 而是真材实料, 道道精致!😋😋

Copper Beyond Buffet 主打的是“比酒店更有诚意”的自助餐! 每一道菜都讲究质感与摆盘, 而且味道完全对得起价格! 不是那种只是选项多, 而是每一样你吃下去都会觉得：“哇, 做得很好吃,!”

今晚吃的是Hungry Hub Pack A 2599Baht, 这个配套包括了其中一道Special Menu (Baked & Torched Canadian Lobster Tail with Trio Cheese Veloute; Khao-Soi Lobster Truffle Espuma or Korean Crab Paste D.I.Y) ! 
这个只有在Hungry Hub 预约与购买才有的哦！❤️❤️ 我们选着了Lobster Tail with Trio Cheese 和 Korean Crab ! 好吃😋

今晚really cincai 叫, cincai 吃, 毕竟第一次来, 有没有😂😂
没来的急做攻略, 但是ho, really beh pai, 每一样都色香味俱全！❤️😋

以下这几样都是a la carte 单点的, 要去到Ordering Counter 然后讲你的桌好, 然后讲你要点什么号码的食物,就搞定了！
食物然后会送来桌子😘😘
前菜: 
- Spanish Iberico Ham w Melon❤️❤️
- Crispy Homemade Tofu Foie Gras with White Truffle👍👍
- Hokkaido Scallop A La Plancha Cauliflower, Raisin Purée😋😋
- Cured Wet-aged Seabass, Grapes with Tomato Essence😍😍
- Argentinian Prawn Tartare, Green Pea and Wasabi Foam🥰
主食:
- Australian Striploin Steak (YYDS😘)
- Australian Wagyu Sushi ❤️❤️❤️
特别菜肴 : 
- Abalone Puff Pastry❤️
- Abalone Orzo Pasta❤️❤️

然后呢, 以下是在Serving Station 拿的: 
- Truffle Soup with Croissant ❤️
- Wagyu Prime Rib Marble 5/6❤️❤️
- Copper Smokey Pork Rib👍👍
- Sous Vibe Beef Tongue❤️❤️
- Australian Wagyu Beef Boat Noodle❤️❤️❤️
- Grilled River Prawns 😋😋
- Oyster 和 Sashimi 😘😘
甜也有单点, 也有在Serving Station❤️

感觉上, 好像只是吃了这里的菜单10% 而已, 下次再来盘🤭😂

整体环境高雅, 用餐氛围舒服, 食材补得快, 很多精致的食物都是即点即煮, 而且服务人员训练有素, 收盘, 送餐都非常快!❤️

重要提醒：Copper Beyond 是曼谷最容易爆满的Buffet之一，几乎每天都有人排长龙, 没有接受walk-in 的! 
通过 @hungryhub_th App 提前预订, 不只是方便, 用Hungry Hub Booking, 还可以选着特别菜单, 放心省时又专业 ❤️
还有记得做攻略, 一进如就立马去Order A La Carte 的menu, 另外一位战友也要去拿其他食物咯.. 不要等哦😂😂
晚餐是两个时段: 5pm-7pm / 7.30pm-9.30pm

预约: 
Copper Beyond Buffet Gaysorn Amarin
https://hhub.ly/7KGVE

Menu: 
https://online.fliphtml5.com/imgdc/warq/#p=1

#HungryHub
#CopperBeyondBuffet
#CopperAtGaysornAmarin
#amazingthailand
#bangkokbuffet 
#hotelbuffet吃到饱吹水站 
#hotelbuffet吃到饱分享站 & ",,,5305
,HH-INITN,itsyourgirl.erin,"5,000",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Instagram,Instagram.com/itsyourgirl.erin,,Paid,,Video,25/09/2025,https://www.instagram.com/p/DPBgKtJgWDT/,26/09/2025,"5,969",8,-1,30/09/2025,"8,859",8,-1,05/10/2025,"33,595",8,-1,462.8%,0.02%,148.83,"This is your sign to try one of the most premium buffets in Bangkok! ✨

Unlimited Wagyu, fresh seafood, and over 80 à la carte dishes served straight to your table. 
Pro tip: Book through HungryHub to score extra dishes like the Lobster, enjoy better deals than walk-ins, and get access to an exclusive menu. 📍 Copper Beyond Buffet
3rd Floor, Gaysorn Amarin

@copperbeyondbuffet 
#copperbeyondbuffet #buffet #bangkok #thailand #bkk #food #seafood #wagyu #unlimited & ",,,33595
,HH-INITN,itsyourgirl.erin,"5,000",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Tiktok,Tiktok.com/@itsyourgirl.erin,,Paid Thai,,Video,25/09/2025,https://www.tiktok.com/@itsyourgirl.erin/video/7553988136154549525,26/09/2025,215,1,16,30/09/2025,"1,697",1,19,05/10/2025,283,1,21,31.6%,7.77%,"17,667.84","This is your sign to try one of the most premium buffets in Bangkok! ✨ Unlimited Wagyu, fresh seafood, and over 80 à la carte dishes served straight to your table.  Pro tip: Book through HungryHub to score extra dishes like the Lobster, enjoy better deals than walk-ins, and get access to an exclusive menu. 📍 Copper Beyond Buffet 3rd Floor, Gaysorn Amarin @CopperBeyondBuffet  #buffet #bangkok #thailand #bkk #food  & [""buffet"",""bangkok"",""thailand"",""bkk"",""food""]",,,283
,HH-INITN,itsyourgirl.erin,"5,000",Bangkok,3005,Great Harbour International Buffet,International,Instagram,Instagram.com/itsyourgirl.erin,,Paid Thai,,Video,27/09/2025,https://www.instagram.com/p/DPF9yJ_gaRI/,28/09/2025,230,8,-1,02/10/2025,"18,174",36,-1,07/10/2025,"173,923",49,-1,75518.7%,0.03%,28.75,"If variety is your thing, Great Harbour is a food lover’s paradise! 🥢🦐🍝 

From classic Asian favorites like dim sum, Peking duck, and fresh seafood to Western delights such as pasta, steak, and indulgent desserts, the selection is so wide you won’t be able to try it all in just one visit ✨
 Book through HungryHub to get better prices, easy reservations, and exclusive deals to make your dining experience even more special 🙌🏻

📍 6th Floor, ICONSIAM
@great_harbour_th @hungryhub_th 
#bangkok #thailand #bkk #buffet #iconsiam #greatharbour #foodie #food & ",,,173923
,HH-INITN,itsyourgirl.erin,"5,000",Bangkok,5149,NAMA Japanese and Seafood Buffet (Hungry Hub),Japanese,Instagram,Instagram.com/itsyourgirl.erin,,Paid Thai,,Video,29/09/2025,https://www.instagram.com/p/DPLWBOCAXgo/,30/09/2025,725,5,-1,04/10/2025,"14,117",6,0,09/10/2025,"14,137",6,-1,1849.9%,0.04%,353.68,"Craving Japanese flavors with a view? 🍣✨

NAMA takes dining to the next level with fresh sashimi, melt-in-your-mouth Wagyu, premium seafood, and a stunning cityscape to match every bite!
 Book through HungryHub to unlock an exclusive menu and enjoy unbeatable deals with seamless reservations ❤️

@nama__buffet @hungryhub_th  📍 24th Floor, Centara Grand @ CentralWorld

#namajapaneseandseafoodbuffet #centaragrand #centralworld #bangkok #thailand #foodie #food #bkk & ",,,14137
,HH-INKA_,kawaiimah_,,Bangkok,2482,Saffron Sky Garden Rooftop Banyan Tree Bangkok,Thailand,Instagram,Instagram.com/kawaiimah_,,Paid,,Video,23/09/2024,https://www.instagram.com/p/DAP8JgWPCZg/,01/07/2025,"12,885",8,-1,28/09/2024,,,,14/07/2025,"12,906",8,-1,0.2%,0.05%,0.00,,POV: You found XXX's Highly rated and XXXX Restaurant (text only),,12906
,HH-INKI_,kivalive_,"6,667",Bangkok,4195,"Jim Thompson, A Thai Restaurant",Thai,Instagram,Instagram.com/kivalive_,,Paid Thai,,Video,16/09/2025,https://www.instagram.com/p/DOp9i4fEjZ9/,17/09/2025,"1,135",4,54,21/09/2025,"8,856",6,241,26/09/2025,"12,126",6,314,968.4%,2.64%,549.78,"✨ Save this unique Thai dining experience in a heritage house or beside the koi pond! ✨

We found this amazing dining spot via @hungryhub_th — @jimthompsonathairestaurant is a relaxing luxury spot with refined Thai cuisine🍴 We booked Jim’s Party A for 2 (2,590 THB), which comes with 4 dishes + 2 drinks.

Must-try: the melt-in-your-mouth Grilled Wagyu in Panang Curry & the bold Tom Yum Goong 🦐🔥 Walking distance from BTS National Stadium with a free shuttle bus available!

📍 @hungryhub_th @jimthompsonathairestaurant 
#bangkok #thailand #bangkoktravel #bangkokfood #thaicuisine & ",,,12126
,HH-INKI_,kivalive_,"6,667",Bangkok,5945,Kohaku Omakase,Japanese,Instagram,Instagram.com/kivalive_,,Paid Thai,,Video,22/09/2025,https://www.instagram.com/p/DO5nIu_krN9/,23/09/2025,"2,024",12,69,27/09/2025,"7,674",12,184,02/10/2025,"12,895",13,259,537.1%,2.11%,517.00,"Just had an amazing omakase at one of the best-rated spots in Bangkok (4.9 stars on Google!) ✨🙌

The sushi was super fresh and delicate, and the best part? It was super affordable! I booked through Hungry Hub for a 10-course Hiru omakase for only 1,165 baht – seriously can’t believe the value for this quality!

📍 @kohaku.th @hungryhub_th 
#bangkok #thailand #bangkokthailand #sushi #omakase #dining & ",,,12895
,HH-INKI_,kivalive_,"6,667",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Instagram,Instagram.com/kivalive_,,Paid Thai,,Video,07/10/2025,https://www.instagram.com/p/DPgTMqaAEMx/,08/10/2025,948,6,45,12/10/2025,"10,491",9,227,17/10/2025,"15,157",9,334,1498.8%,2.26%,439.84,"Save this must try buffet spot, you don’t wanna miss it! Copper Beyond Buffet the award-winning buffet in bangkok.

Why you should try it?
- Best Buffet Restaurants in Bangkok 
- Over 140 dishes 
- Premium meats, fresh seafood, sushi
- Michelin-level desserts. 

Pro tip: Book through Hungry Hub to get their full Pack A (Lobster Meal) for only 2,599 THB/pax, skip the queue secured your seat in a minute 😉

@hungryhub_th #hungryhubthailand #hungryhub #copperbeyondbuffet #bangkok #bangkokthailand & ",,,15157
,HH-INLAY,lastminuteguy,,Bangkok,837,Copper Beyond Buffet The Sense Pinklao (Hungry Hub),International,Instagram,Instagram.com/lastminuteguy,,Paid,,Video,27/06/2025,https://www.instagram.com/p/DLaGzFmyfCx/,01/07/2025,"133,867",77,15650,02/07/2025,"133,876",77,"15,650",14/07/2025,"133,925",77,15652,0.0%,11.74%,0.00,,"To all the hungry souls out there, I found the best app for you if you are visiting XXX (VO only)",,133925
,HH-INLEH,leslie.koh,,Bangkok,3166,Koko Japanese Omakase,Japanese,Instagram,Instagram.com/leslie.koh,,Paid,,Video,17/08/2024,https://www.instagram.com/p/C-xWpscy8BJ/,01/07/2025,"11,466",10,142,22/08/2024,,,,14/07/2025,"11,474",10,142,0.1%,1.32%,0.00,,"This might be the CHEAPEST Omakase in Bangkok (text only)

Less than $XX for a 12 Course OMAKASE (voiceover and text)",,11474
,HH-INLEH,leslie.koh,"7,594",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Instagram,Instagram.com/leslie.koh,,Paid,,Video,25/09/2025,https://www.instagram.com/p/DPBTEkBEbh7/,26/09/2025,"8,736",18,182,30/09/2025,"17,243",26,267,05/10/2025,"20,248",26,288,131.8%,1.55%,375.04,"This is said to be Bangkok’s BEST buffet and the hype is real.

@copperbeyondbuffet at Gaysorn Amarin gives you 2 hours to feast on over 80 à la carte dishes, all made-to-order.

Portions are bite-sized so you can try everything and there’s even ChaTraMue milk tea on tap!

Pro tip: book via @hungryhub_th for great deals like weekday lunch from ฿1,999!

Follow @leslie.koh for more food recommendations!

#BangkokEats #HungryHub #CopperBuffet #ThailandFoodie #BangkokFood & ",,,20248
,HH-INLIY,littlepuffy_diary,,Bangkok,643,Mojjo Rooftop Lounge & Bar Skyview Hotel,Mexican,Instagram,Instagram.com/littlepuffy_diary,,Paid,,Video,11/10/2024,https://www.instagram.com/p/DA-tn0wvnIA/,01/07/2025,"17,138",17,222,16/10/2024,,,,14/07/2025,"17,147",17,222,0.1%,1.39%,0.00,,This rooftop bar is so pretty right? I am XXX and I am at XXX Restaurant (VO and text) ,,17147
,HH-INMRN,mrf00dporn,,Bangkok,837,Copper Beyond Buffet The Sense Pinklao (Hungry Hub),International ,Instagram,Instagram.com/mrf00dporn,,Paid,,Video,26/07/2024,https://www.instagram.com/p/C94jS6qh3vi/,01/07/2025,"369,214",71,3272,31/07/2024,,,,14/07/2025,"369,538",71,3276,0.1%,0.91%,0.00,,Behind me is my favourite buffet spot in the whole of XXX (VO and text),,369538
,HH-INNAI,namrata_pardasani,,Bangkok,#N/A,Copper Beyond Buffet Gaysorn Amarin,#N/A,Instagram,Instagram.com/namrata_pardasani,,Paid,,Video,05/07/2025,https://www.instagram.com/p/DLtqh-qRxsP/,06/07/2025,"36,690",35,,10/07/2025,"37,165",41,"1,672",15/07/2025,"37,321",41,1675,1.7%,4.60%,0.00,,"Hi guys, today I am at XXX Restaurant (VO only)",,37321
,HH-INRAL,randomtravelll,0,Bangkok,1198,Red Sky Rooftop & Bar 56th Floor,International,Instagram,Instagram.com/randomtravelll,,Paid,,Video,10/09/2025,https://www.instagram.com/p/DOazT-YExgx/,11/09/2025,"1,343",16,29,15/09/2025,"1,753",16,36,20/09/2025,,,,-100.0%,#DIV/0!,0.00,"🚨 What if I told you luxury dining in Bangkok doesn’t have to be crazy expensive? 👀✨
From sipping cocktails 56 floors above the city at Red Sky Rooftop 🌇🍸 … to soaking in views that feel unreal 🤯—we got it all at Only 1,099 baht to enjoy a stunning view in Bangkok , thanks to Hungry Hub. 💸

Why just dream luxury… when you can actually live it? 🥂
👉 Book smart. Dine smarter. Download Hungry Hub NOW !!! . Available on both Apple and Android.

Do follow us on Instagram @randomtravelll 
#randomtravelll #bangkok #thailand #bar #rooftop #hungryhub 

[ bangkok nightlife, bangkok rooftop bars, bangkok city views, best rooftop bar bangkok, food deals, bangkok travel guide, dining in bangkok, bangkok rooftop restaurants, rooftop bar thailand , luxury dining bangkok, cheap eats bangkok, bangkok cocktail bars, bangkok dinner deals, bangkok foodie, bangkok travel tips, rooftop dining bangkok, bangkok sky bar, bangkok city lights, thailand travel, bangkok restaurants, rooftop bar experience, bangkok trip, food in bangkok, bangkok travel blog, hidden gems bangkok, rooftop cocktails bangkok, bangkok travel deals, bangkok night views , red sky 56th floor , red sky rooftop bar , bangkok best rooftop bars , restaurants in bangkok , food reel , food video , randomtravelll , bangkok , thailand ] & ",,,1753
,HH-INRAL,randomtravelll,0,Bangkok,1198,Red Sky Rooftop & Bar 56th Floor,International,Instagram,Instagram.com/randomtravelll,,Paid Thai,,Video,18/09/2025,https://www.instagram.com/p/DOv_UoZk3Cs/,19/09/2025,"27,276",20,109,23/09/2025,,,,28/09/2025,"27,464",20,110,0.7%,0.47%,0.00,"🚨 What if I told you luxury dining in Bangkok doesn’t have to be crazy expensive? 👀✨
From sipping cocktails 56 floors above the city at Red Sky Rooftop 🌇🍸 … to soaking in views that feel unreal 🤯—we got it all at Only 1,099 baht to enjoy a stunning view in Bangkok , thanks to Hungry Hub. 💸

Why just dream luxury… when you can actually live it? 🥂
👉 Book smart. Dine smarter. Download Hungry Hub NOW !!! . Available on both Apple and Android.

Do follow us on Instagram @randomtravelll 
#randomtravelll #bangkok #thailand #bar #rooftop #hungryhub 

[ bangkok nightlife, bangkok rooftop bars, bangkok city views, best rooftop bar bangkok, food deals, bangkok travel guide, dining in bangkok, bangkok rooftop restaurants, rooftop bar thailand , luxury dining bangkok, cheap eats bangkok, bangkok cocktail bars, bangkok dinner deals, bangkok foodie, bangkok travel tips, rooftop dining bangkok, bangkok sky bar, bangkok city lights, thailand travel, bangkok restaurants, rooftop bar experience, bangkok trip, food in bangkok, bangkok travel blog, hidden gems bangkok, rooftop cocktails bangkok, bangkok travel deals, bangkok night views , red sky 56th floor , red sky rooftop bar , bangkok best rooftop bars , restaurants in bangkok , food reel , food video , randomtravelll , bangkok , thailand ] & ",,,27464
,HH-INSGO,sgadventurousduo,"5,063",Bangkok,3005,Great Harbour International Buffet,International,Tiktok,https://tiktok.com/@sgadventurousduo,,Paid,,Video,05/11/2024,https://www.tiktok.com/@sgadventurousduo/video/7433737671043747073,06/11/2024,"187,151",62,2083,10/11/2024,,,,15/11/2024,,,,-100.0%,#DIV/0!,#DIV/0!,"Omg this buffet has a DIY bubble tea station and a chocolate fountain?! Check out @HungryHub_Official for the best food deals 📍Great Harbour International Buffet 6th Floor, ICONSIAM, Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand Opening hours as per Google: Daily:  12–2:30 pm 5–9 pm & [null]",,,187151
,HH-INSHR,shrugmyshoulder,,Bangkok,280,Vertigo Rooftop Banyan Tree,International ,Instagram,Instagram.com/shrugmyshoulder,,Paid,,Video,29/07/2024,https://www.instagram.com/p/C9_psB1SQUI/,01/07/2025,"16,036",12,127,03/08/2024,,,,14/07/2025,"16,065",12,127,0.2%,0.87%,0.00,,How to save more than $XXXX when dining at XXXX (voiceover and text),,16065
,HH-INSHR,shrugmyshoulder,,Bangkok,4889,Gentle Butcher by Bangkok Butcher,Steakhouse,Tiktok,https://tiktok.com/@shrugmyshoulder,,Paid,,Video,06/04/2025,https://www.tiktok.com/@shrugmyshoulder/video/7489993085728918805,07/04/2025,"6,420",3,102,11/04/2025,,,,16/04/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"🇹🇭 UNLIMITED WAGYU?! 📍Gentle Butcher 👉 Booked via @HungryHub_Official  #HungryHub #HungryHubBangkok #GentleButcher & [null,""hungryhub"",""hungryhubbangkok"",""gentlebutcher""]",,,6420
