,restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes
229,Caper by Dan Bark,4.3575063,8.622167,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
230,Carmina Restaurant & Bar Sukhumvit Soi 20,-1.9733508,9.06036,3,Good Location,1,100.0,Good Location
231,Casa Pasta,4.914242,7.524531,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
232,"Castaway Restaurant, Café & Pool Bar (Pattaya)",-4.031994,7.105107,1,Restaurant with Good View,1,100.0,Restaurant with Good View
233,Caviar Café by Nai Lert,0.7245793,13.130626,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
234,Cha La Restaurant and Bar (Khao Yai),0.74533415,8.280003,3,Good Location,1,100.0,Good Location
235,Chaan G,5.125664,13.829501,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
236,Chao Nua Thong,6.9295774,10.97671,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
237,Chao Xiang Restaurant,3.8763955,13.278514,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
238,Chaophraya Cruise,3.9983943,11.5460205,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
239,Charcoal Tandoor Grill & Mixology,2.4339564,5.822921,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
240,Charlie's by Tongpeng,5.936391,15.197838,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
241,Charm Cuisine at Oakwood Suites Tiwanon,0.3723396,9.966131,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
242,Charoen Ros Buffet (Chiang Mai),7.3627157,7.997859,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
243,Charoen Rung Rueang International Buffet MS Siam Tower Rama 3,8.53518,3.856285,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
244,Charoen Rung Rueang International Buffet Rama 2,7.275539,3.6980274,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
245,Charoen Rung Rueang International Buffet True Digital 101,7.5880547,8.383221,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
246,Charoenkrung Bar & Bistro,0.28240913,9.268799,3,Good Location,1,100.0,Good Location
247,Chatuchak Cafe Centara Grand at Central Plaza Ladprao,5.056932,5.8747807,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
248,Chay Had Restaurant at Hilton Resort & Spa (Hua Hin),-1.7597222,3.1048186,1,Restaurant with Good View,1,100.0,Restaurant with Good View
249,Che'rie Cafe,0.6329095,16.633825,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
250,Cheat Day by Modish The PARQ Rama 4,6.2641892,3.3450358,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
251,Cheeky Signature’s (Bee Hoon),3.9264932,8.506463,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
252,Chef Station Omakase,3.1044483,1.6205366,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
253,Chef Thanom Att U Park Bangna,2.4281309,9.029927,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
254,Chef Thanom Seacon Square Srinagarindra,3.0425227,10.990983,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
255,Chef Thanom The Nine Center Tiwanon,3.9010239,10.818584,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
256,Chef Thanom The Street Ratchada,2.5180805,10.202183,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
257,Chef Yis,2.0580695,11.105038,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
258,Chiang Nua E-Saan And Grill,2.1403046,5.964751,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
259,Chibing Chicken and Bingsu Onnut 7,3.5562644,8.21582,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
260,Chibing Chicken and Bingsu Pattaya Beach (Pattaya),-4.4153223,6.1802588,1,Restaurant with Good View,1,100.0,Restaurant with Good View
261,Chim By Siam Wisdom,9.678807,3.8133097,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
262,Chim Chim,-0.5684695,14.307585,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
263,China Palace Restaurant (Chong Nonsi),4.701471,9.581403,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
264,China Rose at Maruay Garden Hotel,2.1321666,10.155688,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
265,Chinda Hotpot Lad Phrao 122,4.8819656,11.362721,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
266,Chinda Hotpot Nuanchan,6.402544,9.095759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
267,Chinda Hotpot Porto Chino,4.272314,10.695608,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
268,Chinda Hotpot Saphan Mai,5.937903,14.678475,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
269,Chinda Hotpot The Walk Ratchaphruek,6.7595296,13.119891,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
270,Chinda Hotpot Udomsuk 58,5.7443686,9.486083,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
271,Chokchai SteakHouse (Rangsit),7.633138,10.881637,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
272,Chon Som at Courtyard by Marriott Suvarnabhumi Airport,7.267765,8.421659,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
273,Chopkeeper Butcher & Tap Bangna,6.94819,9.5674305,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
274,Chopkeeper Butcher & Tap Pattanakarn,4.522309,13.414227,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
275,Chow Mong Local Kitchen at The Peri Hotel (Hua Hin),-1.9712322,2.7221155,1,Restaurant with Good View,1,100.0,Restaurant with Good View
276,Chu Grill Shabu,6.2378,5.286555,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
277,Chuan Boy Malatang & Malaxiangguo MBK Center,5.249266,11.403527,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
278,Chuan Kitchen CentralWorld,2.8423157,7.4366093,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
279,Chy Bar Rooftop at Away Bangkok Riverside Kene,-3.4481592,9.684688,3,Good Location,1,100.0,Good Location
280,CiTi BiSTRo Pathumwan Princess Hotel,0.22965854,7.606231,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
281,Clique & Cloud,0.99449414,9.138356,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
282,Clover Sky Bar & Restaurant at Hotel Clover Asok,-1.5672522,11.008927,3,Good Location,1,100.0,Good Location
283,CoCo Chaophraya,4.822375,15.801586,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
284,Coast Beach Club & Bistro at Centara Grand Beach Resort & Villas (Hua Hin),-2.2570467,4.1576242,1,Restaurant with Good View,1,100.0,Restaurant with Good View
285,Coco Lima BKK,3.6408837,12.918606,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
286,Cocobee Chimaek Lasalle,3.5993752,10.509431,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
287,Coding Steak & Restaurant,7.511619,9.623676,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
288,Coffee@Sea Springfield at Sea Resort & Spa (Hua Hin),-2.069875,3.4552639,1,Restaurant with Good View,1,100.0,Restaurant with Good View
289,Cold Spring Cafe,0.004164207,15.151529,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
290,Com Nieu An La Ghien,1.5058368,8.013089,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
291,Cook Chom Chuan Chim,3.5168722,13.877005,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
292,Copacabana Rooftop diner (Chiang Mai),-3.351323,8.986128,3,Good Location,1,100.0,Good Location
293,Copper Aquarium,4.229783,13.432327,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
294,Copper Chimney - Mandai Wildlife West,1.9385124,13.484248,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
295,Cozy Craft Room,1.9726695,12.693972,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
296,Cozy Space Homey Cafe & Dining,0.79412276,14.72623,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
297,Craftfiti BKK,-2.046731,11.284628,3,Good Location,1,100.0,Good Location
298,Cross Pratamnak Staycation (Pattaya),-4.172072,6.063675,1,Restaurant with Good View,1,100.0,Restaurant with Good View
299,Crossroads Cafe at Singapore Marriott Tang Plaza Hotel,0.37871253,14.079034,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
300,Crystal Grill 82nd floor at Baiyoke Sky Hotel,2.5151951,5.844732,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
301,D Varee Jomtien Beach Staycation (Pattaya),-4.05629,5.6772776,1,Restaurant with Good View,1,100.0,Restaurant with Good View
302,D'tales Eatery,0.95847046,15.416025,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
303,DAKJIB,3.1052244,9.017294,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
304,DOTD BAR,-2.3247046,12.2843485,3,Good Location,1,100.0,Good Location
305,Dailyfish Omakase (Chonburi),3.504403,0.862888,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
306,Dakshin Indian Restobar,5.451853,15.418486,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
307,Dark Waters Rooftop Bar & Riverside,-3.2604153,10.543846,3,Good Location,1,100.0,Good Location
308,De Prime Rangnam,3.0077624,14.507687,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
309,Demijoe (Ratchaburi),3.0098867,11.594655,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
310,De’yong café and restaurant,3.0721226,13.187615,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
311,Dicey Reilly's at Avani Resort (Pattaya),-2.6813195,6.6259265,1,Restaurant with Good View,1,100.0,Restaurant with Good View
312,Din Restaurant & Jazz Bar,-1.1503228,11.742318,3,Good Location,1,100.0,Good Location
313,Dino Mookrata Rama 3,6.197532,2.5049925,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
314,Dok Toh Dim Sum Bon Marché Market Park,2.129506,7.7648773,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
315,Dok Toh Dim Sum Chan Road,2.3848114,9.270908,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
316,Dok Toh Dim Sum Chokchai 4,3.1158566,9.842987,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
317,Dok Toh Dim Sum Yaowarat,3.8176672,10.750445,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
318,Dolcetto at Conrad Singapore Orchard,0.3531554,12.659738,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
319,Dolphin Restaurant at Bay Beach Resort Jomtien (Pattaya),-3.2348154,5.904233,1,Restaurant with Good View,1,100.0,Restaurant with Good View
320,Don Giovanni Centara Grand at Central Plaza Ladprao Bangkok,3.9203632,5.8818636,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
321,Dose Factory (Udon Thani),0.07939274,14.216566,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
322,Double U Cafe’&Bar,0.11311024,15.758464,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
323,Dough Bros Gaysorn Amarin,4.074352,7.3244333,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
324,Dough Bros Interchange 21,3.9525075,7.268791,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
325,Dough Bros Summer Point,4.768193,11.376574,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
326,Dragon Boat Rama 9,6.410066,2.6593935,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
327,Dragster Caffe,3.4681494,13.98657,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
328,Dream Premium Korean BBQ Buffet Ruea-bin - 드림 코리안 비비큐,8.537955,8.002353,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
329,Dream Premium Korean BBQ Buffet Talat Long Ma Si Er - 드림 코리안 비비큐,8.429545,8.12277,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
330,Durianism Cafe and NiTO Japanese restaurant Ayutthaya,0.9163491,15.702537,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
331,Dusit Gourmet at Baan Dusit Thani,0.88039887,13.952344,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
332,Dynasty Centara Grand Central Ladprao,4.295788,5.7607117,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
333,E-Cha Korean Craft Dining Bangsaen (Chonburi),1.1422914,13.44538,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
334,E-Cha Korean Craft Dining Ratchathewi,0.7541786,13.427917,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
335,EAT at OZO North Pattaya (Pattaya),-4.795732,7.146126,1,Restaurant with Good View,1,100.0,Restaurant with Good View
336,EKKA Indian Grill and Bar,1.487953,6.0287504,3,Good Location,1,100.0,Good Location
337,EKKAR (Ang Thong),5.8936796,12.526008,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
338,ESAN Zaap Jueng,1.7183646,11.325923,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
339,Earthy Society,4.2798796,8.048643,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
340,Earw Thai Express Fashion Island,2.5437002,10.113267,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
341,Earw Thai Suki Boran Central Plaza Rama 3,5.240617,4.4792027,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
342,Earw Thai Suki Boran Central Plaza WestGate,4.1080747,6.1280394,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
343,Earw Thai Suki Boran K Village,1.4083177,11.278448,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
344,Earw Thai Suki Boran Kaset,1.3080529,11.31835,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
345,Earw Thai Suki Boran Terminal 21 (Nakhon Ratchasima),1.8261795,11.5190115,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
346,Earw Thai Suki Boran The Crystal SB Ratchapruek,2.2100089,11.065225,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
347,East & West Bangsaen (Chonburi),5.286095,10.805185,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
348,East Ocean Chinese Restaurant at SC Park Hotel,1.6867763,8.53577,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
349,Eat Drink Love Suvarnabhumi,3.5028248,11.422406,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
350,Eatter A-Han Khon Muang,1.4220808,11.056942,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
351,Eazy To Eat,4.4188437,10.786702,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
352,El Santo Restaurant and Bar,-1.7052507,11.775443,3,Good Location,1,100.0,Good Location
353,Eldivino Thai (Phuket),0.5263331,5.4064393,1,Restaurant with Good View,1,100.0,Restaurant with Good View
354,Element Restaurant At Amara Singapore Hotel,0.17902024,12.79469,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
355,Elementi Rooftop Restaurant and Bar (Rayong),-3.4091854,9.510889,3,Good Location,1,100.0,Good Location
356,En Hachi,2.51785,13.488463,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
357,Enjoy Eating Cafe,0.7849185,16.631382,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
358,Epia Ari,4.441126,11.312862,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
359,Epia Asiatique,5.861011,14.565724,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
360,Epicurean Fusion Restaurant,5.793527,10.750505,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
361,ErZab Hotpot Bangna,6.4921875,12.420586,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
362,Era-Izaan Ratchaphruek,3.622514,11.07058,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
363,Erzab Chaewhon Ladprao,5.1716905,14.209606,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
364,Erzab Chaewhon Onnut,4.3054376,10.025988,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
365,Esan Kampang Kitchen Chinnakhet,2.211157,6.5378723,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
366,Esan Kampang Kitchen Sri Racha (Chonburi),2.533054,6.909911,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
367,Esanlongbok,5.217552,14.062547,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
368,Escape Bangkok Emquartier,-3.2072144,11.015759,3,Good Location,1,100.0,Good Location
369,Escape Pool Club At Centara Karon Resort (Phuket),-0.91406363,5.7053423,1,Restaurant with Good View,1,100.0,Restaurant with Good View
370,Est.33 at Crystal Design Center (CDC),5.48416,14.183416,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
371,Est.33 at The Nine Center Rama 9,6.5670905,2.819354,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
372,Estrela Rooftop Bar & Restaurant (Phuket),-0.99061966,6.5892153,3,Good Location,1,100.0,Good Location
373,Everbean Pizzeria (Phuket),0.1555654,4.7984905,1,Restaurant with Good View,1,100.0,Restaurant with Good View
374,FLNT,3.7914963,11.03185,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
375,FUKU In Sky,3.86661,14.627553,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
376,Fairy Garden BKK,3.2540402,14.178476,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
377,Fak Marum Liap Duan Ram Inthra,5.1628447,12.323895,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
378,Fak Marum Phutthamonthon Sai 4,3.6063342,10.802291,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
379,Fak Marum Town In Town,6.4441857,12.409217,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
380,Fallabella River Front Iconsiam,3.8896954,14.004465,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
381,Famust.cnx (Chiang Mai),5.02006,15.577661,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
