restaurant name,cluster,theme,post_count,total_posts,percentage
Wuunwine,0,Various Menus & Quality Food,1,1,100.0
XSO Kitchen at Best Western Plus Nexen (Pattaya),1,Restaurant with Good View,1,1,100.0
XYZ Pinklao,0,Various Menus & Quality Food,1,1,100.0
Xi An Yiam  Banthat Thong,0,Various Menus & Quality Food,1,1,100.0
Xi An Yiam New Petchaburi,0,Various Menus & Quality Food,1,1,100.0
Xiao Fuwang Hotpot (Central Westville),2,Attentive Service but Pricey,1,1,100.0
YANKII- Robatayaki & Bar,3,Good Location,1,1,100.0
YAWA Modern Japanese Cuisine,0,Various Menus & Quality Food,1,1,100.0
Yakiniku En,0,Various Menus & Quality Food,1,1,100.0
Yakiniku Marukyu Ito 焼肉丸久伊藤,0,Various Menus & Quality Food,1,1,100.0
Yakiniku Tan & Shabushabu,2,Attentive Service but Pricey,1,1,100.0
Yang Gao Gorn,0,Various Menus & Quality Food,1,1,100.0
Yanghin Seuton Geulil Rama 4,2,Attentive Service but Pricey,1,1,100.0
Yao Rooftop Bar Bangkok Marriott Hotel The Surawongse,3,Good Location,1,1,100.0
Ye Lai Xiang 夜来香 Huai Khwang,0,Various Menus & Quality Food,1,1,100.0
Ye Lai Xiang 夜来香 Mrt Huai Khwang,0,Various Menus & Quality Food,1,1,100.0
Ye Lai Xiang 夜来香 Ratchada Soi 13,0,Various Menus & Quality Food,1,1,100.0
Ye Lai Xiang 夜来香 Rca 2,0,Various Menus & Quality Food,1,1,100.0
Yelo Osha,0,Various Menus & Quality Food,1,1,100.0
Yenney,0,Various Menus & Quality Food,1,1,100.0
Yeon,4,Extensive Alcohol Beverage Options,1,1,100.0
Yi Lu Lingxian Seafood Hotpot,0,Various Menus & Quality Food,1,1,100.0
Yi Pin Xiang Bang Rak,0,Various Menus & Quality Food,1,1,100.0
Yin D House (Chonburi),0,Various Menus & Quality Food,1,1,100.0
Yoki Niku よきにく (Chonburi),0,Various Menus & Quality Food,1,1,100.0
Yokkrok Zabzone,0,Various Menus & Quality Food,1,1,100.0
You & I Restaurant and Bar at We Hotel Riverfront,3,Good Location,1,1,100.0
You&I Premium Suki Buffet Central Eastville,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Central Phuket (Phuket),2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Central Westgate,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet CentralWorld,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Marche Thonglor,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Mega Bangna,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Passione Shopping Destination (Rayong),2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Samyan Mitrtown,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Siam Center,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Terminal 21 Rama 3,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet The Crystal Ratchapruek,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet The EmQuartier,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet The Mall Bangkae,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet The Mall Ngamwongwan,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet The Nine Center,2,Attentive Service but Pricey,1,1,100.0
You&I Premium Suki Buffet Zpell Future Park Rangsit,2,Attentive Service but Pricey,1,1,100.0
Yu Gu Xiang 遇故湘,0,Various Menus & Quality Food,1,1,100.0
Yuki Wagyu Shabu Izakaya,2,Attentive Service but Pricey,1,1,100.0
Yum&Tum K-Village,0,Various Menus & Quality Food,1,1,100.0
Yume and Mellow Izakaya,0,Various Menus & Quality Food,1,1,100.0
Yummhee Yummy,0,Various Menus & Quality Food,1,1,100.0
Yunnan (Chon buri),0,Various Menus & Quality Food,1,1,100.0
Yunnan (Rayong),0,Various Menus & Quality Food,1,1,100.0
Yunnan Bangpoon,0,Various Menus & Quality Food,1,1,100.0
Yunnan Renjia,0,Various Menus & Quality Food,1,1,100.0
Yuppies’ Yummies,0,Various Menus & Quality Food,1,1,100.0
Yurijin Izakaya & Japanese Dining Ekkamai,0,Various Menus & Quality Food,1,1,100.0
Yurijin Izakaya & Japanese Dining Ratchada,0,Various Menus & Quality Food,1,1,100.0
YuuPot Shabu and Grill  Wayra Ramkhamhaen,2,Attentive Service but Pricey,1,1,100.0
Yuufuku Japanese Food,0,Various Menus & Quality Food,1,1,100.0
Yuzu Suki ゆずすき - ICONSIAM,0,Various Menus & Quality Food,1,1,100.0
ZILA STREET BISTRO & BAR @MASON,3,Good Location,1,1,100.0
Zaap Classic Emquartier,0,Various Menus & Quality Food,1,1,100.0
Zaap Classic Lotus’s Sukhaphiban 3,0,Various Menus & Quality Food,1,1,100.0
Zaap Classic Phahon Yothin,0,Various Menus & Quality Food,1,1,100.0
Zaap Classic Pridi Banomyong,0,Various Menus & Quality Food,1,1,100.0
Zaap Classic Seacon Square Srinagarindra,0,Various Menus & Quality Food,1,1,100.0
Zaap Classic The Mall Bangkhae,0,Various Menus & Quality Food,1,1,100.0
Zaap Classic The Mall Thapra,0,Various Menus & Quality Food,1,1,100.0
Zab Siam,0,Various Menus & Quality Food,1,1,100.0
Zabzone,0,Various Menus & Quality Food,1,1,100.0
Zaozen The Mall Lifestore Ngamwongwan,0,Various Menus & Quality Food,1,1,100.0
Zeascape at Zenmaya Oceanfront (Phuket),1,Restaurant with Good View,1,1,100.0
Zest Bar & Terrace @ The Westin Grande Sukhumvit,3,Good Location,1,1,100.0
Zhang Restaurant (Rama Gardens Hotel),2,Attentive Service but Pricey,1,1,100.0
Zheng Huang Qi Dumpling King,0,Various Menus & Quality Food,1,1,100.0
Zhong Ped Pa Low Wanghin,0,Various Menus & Quality Food,1,1,100.0
Zio Aldo Pizza and Spaghetteria,0,Various Menus & Quality Food,1,1,100.0
Zodiac Bar at Oakwood Suites Tiwanon,3,Good Location,1,1,100.0
Zong Zi Pad Pad Rustic Cuisine • Lounge (Koh Chang),0,Various Menus & Quality Food,1,1,100.0
edm,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u Central Eastville,2,Attentive Service but Pricey,1,1,100.0
nice two Meat u Central World,2,Attentive Service but Pricey,1,1,100.0
nice two Meat u EmQuartier,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u Future Park Rangsit,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u ICONSIAM,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u Mega Bangna,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u Siam Square Soi 3,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u The Mall Bangkhae,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u The Mall Ngamwongwan,0,Various Menus & Quality Food,1,1,100.0
nice two Meat u The Promenade,0,Various Menus & Quality Food,1,1,100.0
อร่อย Together,0,Various Menus & Quality Food,1,1,100.0
馥苑 Fu Yuan Teochew Dining,0,Various Menus & Quality Food,1,1,100.0
