restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes,restaurant_id,name,days_in_advance
Brewski Rooftop Sports Bar Radisson Blu Plaza Bangkok (Indoor),-2.774686,9.5405035,3,Good Location,1,100.0,Good Location,1065,Brewski Rooftop Sports Bar Radisson Blu Plaza Bangkok (Indoor),60
Bricks and Barrels (Pattaya),-4.748048,7.380721,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5173,Bricks and Barrels (Pattaya),90
Bright Side Brunch Bar,-2.6182227,12.523372,3,Good Location,1,100.0,Good Location,6249,Bright Side Brunch Bar,90
Bro Smoke,3.4015293,9.675331,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6818,Bro Smoke,90
Bro's Grill & Beer,2.6866152,6.19913,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5231,Bro's Grill & Beer,90
Broccoli Revolution Sukhumvit 49,-1.569286,8.455661,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,598,Broccoli Revolution Sukhumvit 49,60
Brown Burgundy,-1.4580954,14.563142,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6763,Brown Burgundy,90
Bu Lan Dun Mek,4.992631,13.05463,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5395,Bu Lan Dun Mek,90
Bua Terrace (Rayong),3.0658128,12.197401,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6644,Bua Terrace (Rayong),90
Buenos Mexican Restaurant (Pattaya),-4.5755553,6.5187626,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6731,Buenos Mexican Restaurant (Pattaya),90
Bull Market Noodle Bar,-1.9507768,12.2055645,3,Good Location,1,100.0,Good Location,6565,Bull Market Noodle Bar,90
Buonissimo Italian Restaurant & Pizzeria,3.3182683,12.382212,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2817,Buonissimo Italian Restaurant & Pizzeria,90
Burbrit Craft Beer Phra Khanong,0.7545617,9.212675,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6194,Burbrit Craft Beer Phra Khanong,90
Burbrit Craft Beer Sukhumvit 22,-1.6870763,8.363031,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6195,Burbrit Craft Beer Sukhumvit 22,90
Butter Steak Bistro,8.155018,10.341225,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3570,Butter Steak Bistro,90
By The Pool Restaurant & Pool Bar,-1.2461138,12.234811,3,Good Location,1,100.0,Good Location,3851,By The Pool Restaurant & Pool Bar,90
CHANAN Japanese Cuisine (Samut Sakhon),0.9082188,11.30179,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5431,CHANAN Japanese Cuisine (Samut Sakhon),90
CLAWS & CO - Anantara Mai Khao Phuket Villas (Phuket),0.3064723,4.532384,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6325,CLAWS & CO - Anantara Mai Khao Phuket Villas (Phuket),90
COCOA XO Bar at Red Sky 57th Floor,-3.1490047,11.945022,3,Good Location,1,100.0,Good Location,2911,COCOA XO Bar at Red Sky 57th Floor,90
COMMU Rooftop Cafe,-3.632902,9.461478,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4617,COMMU Rooftop Cafe,90
CUTTS Sathorn Omakase,2.5982542,1.1926471,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4836,CUTTS Sathorn Omakase,90
Caesa Delicious Bang Bon 3,7.4252887,11.235103,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6212,Caesa Delicious Bang Bon 3,90
Cafe Chef WAN KL East Mall,0.7371425,15.536917,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6764,Cafe Chef WAN KL East Mall,90
Cafe Chilli One Bangkok,0.85340345,16.874033,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5358,Cafe Chilli One Bangkok,90
Cafe Chilli QSNCC,1.2569482,16.560234,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4517,Cafe Chilli QSNCC,90
Cafe Claire by Oriental Residence,0.17444098,16.185583,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,997,Cafe Claire by Oriental Residence,90
Cafe OSG - Zichar Tea Room + Wine Bar,-0.7271025,11.3267145,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6866,Cafe OSG - Zichar Tea Room + Wine Bar,90
Cafe22 by Courtyard by Marriott North Pattaya (Pattaya),-4.8541627,6.6371083,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2907,Cafe22 by Courtyard by Marriott North Pattaya (Pattaya),90
Calm Kraam,4.9552507,13.422916,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4687,Calm Kraam,90
Camin Cuisine & Cafe Central Rama 9,5.3638415,4.5946493,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4291,Camin Cuisine & Cafe Central Rama 9,90
Camin Cuisine & Cafe Seacon Square Srinagarindra,0.04969715,11.321522,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4293,Camin Cuisine & Cafe Seacon Square Srinagarindra,90
Canale House,2.9180286,17.201508,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4884,Canale House,90
Cantina Wine Bar & Italian Kitchen,-0.46233484,9.439026,3,Good Location,1,100.0,Good Location,763,Cantina Wine Bar & Italian Kitchen,90
Caper by Dan Bark,4.3575063,8.622167,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4777,Caper by Dan Bark,90
Carmina Restaurant & Bar Sukhumvit Soi 20,-1.9733508,9.06036,3,Good Location,1,100.0,Good Location,4564,Carmina Restaurant & Bar Sukhumvit Soi 20,90
Casa Pasta,4.914242,7.524531,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4738,Casa Pasta,90
"Castaway Restaurant, Café & Pool Bar (Pattaya)",-4.031994,7.105107,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6218,"Castaway Restaurant, Café & Pool Bar (Pattaya)",90
Caviar Café by Nai Lert,0.7245793,13.130626,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6530,Caviar Café by Nai Lert,90
Cha La Restaurant and Bar (Khao Yai),0.74533415,8.280003,3,Good Location,1,100.0,Good Location,6216,Cha La Restaurant and Bar (Khao Yai),90
Chaan G,5.125664,13.829501,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5957,Chaan G,90
Chao Nua Thong,6.9295774,10.97671,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4633,Chao Nua Thong,90
Chao Xiang Restaurant,3.8763955,13.278514,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6437,Chao Xiang Restaurant,90
Chaophraya Cruise,3.9983943,11.5460205,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3914,Chaophraya Cruise,90
Charcoal Tandoor Grill & Mixology,2.4339564,5.822921,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6094,Charcoal Tandoor Grill & Mixology,90
Charlie's by Tongpeng,5.936391,15.197838,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4838,Charlie's by Tongpeng,90
Charm Cuisine at Oakwood Suites Tiwanon,0.3723396,9.966131,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3528,Charm Cuisine at Oakwood Suites Tiwanon,90
Charoen Ros Buffet (Chiang Mai),7.3627157,7.997859,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4996,Charoen Ros Buffet (Chiang Mai),90
Charoen Rung Rueang International Buffet True Digital 101,7.5880547,8.383221,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5295,Charoen Rung Rueang International Buffet True Digital 101,90
Chatuchak Cafe Centara Grand at Central Plaza Ladprao,5.056932,5.8747807,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,3649,Chatuchak Cafe Centara Grand at Central Plaza Ladprao,90
Chay Had Restaurant at Hilton Resort & Spa (Hua Hin),-1.7597222,3.1048186,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2593,Chay Had Restaurant at Hilton Resort & Spa (Hua Hin),90
Che'rie Cafe,0.6329095,16.633825,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6124,Che'rie Cafe,90
Cheat Day by Modish The PARQ Rama 4,6.2641892,3.3450358,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3313,Cheat Day by Modish The PARQ Rama 4,90
Chef Station Omakase,3.1044483,1.6205366,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3883,Chef Station Omakase,90
Chef Thanom Att U Park Bangna,2.4281309,9.029927,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3993,Chef Thanom Att U Park Bangna,90
Chef Thanom Seacon Square Srinagarindra,3.0425227,10.990983,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3201,Chef Thanom Seacon Square Srinagarindra,90
Chef Thanom The Nine Center Tiwanon,3.9010239,10.818584,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3994,Chef Thanom The Nine Center Tiwanon,90
Chef Thanom The Street Ratchada,2.5180805,10.202183,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3990,Chef Thanom The Street Ratchada,90
Chef Yis,2.0580695,11.105038,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5984,Chef Yis,90
Chiang Nua E-Saan And Grill,2.1403046,5.964751,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5316,Chiang Nua E-Saan And Grill,90
Chibing Chicken and Bingsu Onnut 7,3.5562644,8.21582,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4277,Chibing Chicken and Bingsu Onnut 7,90
Chibing Chicken and Bingsu Pattaya Beach (Pattaya),-4.4153223,6.1802588,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4278,Chibing Chicken and Bingsu Pattaya Beach (Pattaya),90
Chim Chim,-0.5684695,14.307585,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6332,Chim Chim,90
China Palace Restaurant (Chong Nonsi),4.701471,9.581403,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6695,China Palace Restaurant (Chong Nonsi),90
China Rose at Maruay Garden Hotel,2.1321666,10.155688,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3886,China Rose at Maruay Garden Hotel,90
Chinda Hotpot Lad Phrao 122,4.8819656,11.362721,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5846,Chinda Hotpot Lad Phrao 122,90
Chinda Hotpot Nuanchan,6.402544,9.095759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5843,Chinda Hotpot Nuanchan,90
Chinda Hotpot Porto Chino,4.272314,10.695608,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5848,Chinda Hotpot Porto Chino,90
Chinda Hotpot Saphan Mai,5.937903,14.678475,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5849,Chinda Hotpot Saphan Mai,90
Chinda Hotpot The Walk Ratchaphruek,6.7595296,13.119891,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5844,Chinda Hotpot The Walk Ratchaphruek,90
Chinda Hotpot Udomsuk 58,5.7443686,9.486083,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6561,Chinda Hotpot Udomsuk 58,90
Chokchai SteakHouse (Rangsit),7.633138,10.881637,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4035,Chokchai SteakHouse (Rangsit),90
Chopkeeper Butcher & Tap Bangna,6.94819,9.5674305,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3283,Chopkeeper Butcher & Tap Bangna,90
Chopkeeper Butcher & Tap Pattanakarn,4.522309,13.414227,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3282,Chopkeeper Butcher & Tap Pattanakarn,90
Chow Mong Local Kitchen at The Peri Hotel (Hua Hin),-1.9712322,2.7221155,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2921,Chow Mong Local Kitchen at The Peri Hotel (Hua Hin),90
Chu Grill Shabu,6.2378,5.286555,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4685,Chu Grill Shabu,90
Chuan Boy Malatang & Malaxiangguo MBK Center,5.249266,11.403527,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4525,Chuan Boy Malatang & Malaxiangguo MBK Center,90
Chuan Kitchen CentralWorld,2.8423157,7.4366093,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1771,Chuan Kitchen CentralWorld,90
Chy Bar Rooftop at Away Bangkok Riverside Kene,-3.4481592,9.684688,3,Good Location,1,100.0,Good Location,6634,Chy Bar Rooftop at Away Bangkok Riverside Kene,90
CiTi BiSTRo Pathumwan Princess Hotel,0.22965854,7.606231,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3673,CiTi BiSTRo Pathumwan Princess Hotel,90
Clover Sky Bar & Restaurant at Hotel Clover Asok,-1.5672522,11.008927,3,Good Location,1,100.0,Good Location,3538,Clover Sky Bar & Restaurant at Hotel Clover Asok,90
CoCo Chaophraya,4.822375,15.801586,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6698,CoCo Chaophraya,90
Coast Beach Club & Bistro at Centara Grand Beach Resort & Villas (Hua Hin),-2.2570467,4.1576242,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4666,Coast Beach Club & Bistro at Centara Grand Beach Resort & Villas (Hua Hin),90
Coco Lima BKK,3.6408837,12.918606,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4143,Coco Lima BKK,90
Cocobee Chimaek Lasalle,3.5993752,10.509431,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3125,Cocobee Chimaek Lasalle,90
Coding Steak & Restaurant,7.511619,9.623676,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5203,Coding Steak & Restaurant,90
Coffee@Sea Springfield at Sea Resort & Spa (Hua Hin),-2.069875,3.4552639,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4270,Coffee@Sea Springfield at Sea Resort & Spa (Hua Hin),90
Cold Spring Cafe,0.004164207,15.151529,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5200,Cold Spring Cafe,90
Com Nieu An La Ghien,1.5058368,8.013089,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5347,Com Nieu An La Ghien,90
Cook Chom Chuan Chim,3.5168722,13.877005,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4522,Cook Chom Chuan Chim,90
Copacabana Rooftop diner (Chiang Mai),-3.351323,8.986128,3,Good Location,1,100.0,Good Location,5855,Copacabana Rooftop diner (Chiang Mai),90
Copper Aquarium,4.229783,13.432327,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5046,Copper Aquarium,90
Copper Chimney - Mandai Wildlife West,1.9385124,13.484248,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6706,Copper Chimney - Mandai Wildlife West,90
Cozy Craft Room,1.9726695,12.693972,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6468,Cozy Craft Room,90
Cozy Space Homey Cafe & Dining,0.79412276,14.72623,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5980,Cozy Space Homey Cafe & Dining,90
Craftfiti BKK,-2.046731,11.284628,3,Good Location,1,100.0,Good Location,6200,Craftfiti BKK,90
Cross Pratamnak Staycation (Pattaya),-4.172072,6.063675,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2830,Cross Pratamnak Staycation (Pattaya),90
Crossroads Cafe at Singapore Marriott Tang Plaza Hotel,0.37871253,14.079034,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5549,Crossroads Cafe at Singapore Marriott Tang Plaza Hotel,90
Crystal Grill 82nd floor at Baiyoke Sky Hotel,2.5151951,5.844732,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3119,Crystal Grill 82nd floor at Baiyoke Sky Hotel,90
D'tales Eatery,0.95847046,15.416025,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5324,D'tales Eatery,90
DAKJIB,3.1052244,9.017294,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6268,DAKJIB,90
DOTD BAR,-2.3247046,12.2843485,3,Good Location,1,100.0,Good Location,6199,DOTD BAR,90
Dailyfish Omakase (Chonburi),3.504403,0.862888,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4579,Dailyfish Omakase (Chonburi),90
Dakshin Indian Restobar,5.451853,15.418486,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4074,Dakshin Indian Restobar,90
Dark Waters Rooftop Bar & Riverside,-3.2604153,10.543846,3,Good Location,1,100.0,Good Location,4511,Dark Waters Rooftop Bar & Riverside,90
De Prime Rangnam,3.0077624,14.507687,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6560,De Prime Rangnam,90
Demijoe (Ratchaburi),3.0098867,11.594655,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5120,Demijoe (Ratchaburi),90
De’yong café and restaurant,3.0721226,13.187615,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4941,De’yong café and restaurant,90
Dicey Reilly's at Avani Resort (Pattaya),-2.6813195,6.6259265,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3366,Dicey Reilly's at Avani Resort (Pattaya),90
Din Restaurant & Jazz Bar,-1.1503228,11.742318,3,Good Location,1,100.0,Good Location,4791,Din Restaurant & Jazz Bar,90
Dino Mookrata Rama 3,6.197532,2.5049925,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6396,Dino Mookrata Rama 3,90
Dok Toh Dim Sum Bon Marché Market Park,2.129506,7.7648773,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4845,Dok Toh Dim Sum Bon Marché Market Park,90
Dok Toh Dim Sum Chan Road,2.3848114,9.270908,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4846,Dok Toh Dim Sum Chan Road,90
Dok Toh Dim Sum Chokchai 4,3.1158566,9.842987,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4847,Dok Toh Dim Sum Chokchai 4,90
Dok Toh Dim Sum Yaowarat,3.8176672,10.750445,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4848,Dok Toh Dim Sum Yaowarat,90
Dolcetto at Conrad Singapore Orchard,0.3531554,12.659738,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5588,Dolcetto at Conrad Singapore Orchard,90
Dolphin Restaurant at Bay Beach Resort Jomtien (Pattaya),-3.2348154,5.904233,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5346,Dolphin Restaurant at Bay Beach Resort Jomtien (Pattaya),90
Don Giovanni Centara Grand at Central Plaza Ladprao Bangkok,3.9203632,5.8818636,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,2049,Don Giovanni Centara Grand at Central Plaza Ladprao Bangkok,90
Dose Factory (Udon Thani),0.07939274,14.216566,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5707,Dose Factory (Udon Thani),90
Double U Cafe’&Bar,0.11311024,15.758464,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6791,Double U Cafe’&Bar,90
Dough Bros Gaysorn Amarin,4.074352,7.3244333,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5962,Dough Bros Gaysorn Amarin,90
Dough Bros Interchange 21,3.9525075,7.268791,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5961,Dough Bros Interchange 21,90
Dough Bros Summer Point,4.768193,11.376574,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5963,Dough Bros Summer Point,90
Dragon Boat Rama 9,6.410066,2.6593935,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5115,Dragon Boat Rama 9,90
Dragster Caffe,3.4681494,13.98657,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5763,Dragster Caffe,90
Dream Premium Korean BBQ Buffet Ruea-bin - 드림 코리안 비비큐,8.537955,8.002353,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6186,Dream Premium Korean BBQ Buffet Ruea-bin - 드림 코리안 비비큐,90
Dream Premium Korean BBQ Buffet Talat Long Ma Si Er - 드림 코리안 비비큐,8.429545,8.12277,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6187,Dream Premium Korean BBQ Buffet Talat Long Ma Si Er - 드림 코리안 비비큐,90
