input_string,found,official_name,city,country,formatted_address,rating,website,error
The Grand Lobby at Raffles Hotel Singapore,True,The Grand Lobby,Singapore,Singapore,"1 Beach Rd, Singapore 189673",4.0,https://www.raffles.com/singapore/dining/the-grand-lobby/?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps,
laidekuai 莱得快,True,莱得快酸辣粉（Kota Syahbandar ),Melaka,Malaysia,"36, Jalan Melaka Raya 15, Taman Melaka Raya, 75000 Melaka, Malaysia",4.6,,
Tham-Me Bantadthong,True,ThamMe BanThatThong,,Thailand,"1216, 12-13 Thanon Rama VI, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.8,https://thamme-menu.thamturakit.com/home,
Tham-Me Sammakorn,True,ThamMe Sammakorn : ตามมี สัมมากร,,Thailand,"245, 12 Soi Ramkhamhaeng 110, Khwaeng Saphan Sung, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand",4.8,https://thamme-menu.thamturakit.com/home,
PengYou Cuisine & Specialty Bar Ekkamai ,True,PengYou Cuisine & Specialty Bar @Ekamai,,Thailand,"ที่อยู่ 7 1 ห้องเลขที่ 105 Soi Sukhumvit 63, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.9,https://www.facebook.com/pengyou.bkk,
PengYou Cuisine & Specialty Bar Rama 9,True,PengYou Cuisine & Specialty Bar (Rama 9 branch),,Thailand,"99 Rama IX Soi 41, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",4.8,https://www.facebook.com/pengyou.bkk,
Veganerie Nana,True,Veganerie Nana,,Thailand,"171 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://g.co/kgs/GfF6Rv,
Glare Eatery & Bar,True,GLARE EATERY & BAR,,Thailand,"92-1 Krung Thon Buri Road, Khwaeng Bang Lamphu Lang, Khet Khlong San, Krung Thep Maha Nakhon 10600, Thailand",4.8,https://www.cascadebangkok.com/,
Est.33 at Crystal Design Center (CDC),True,Est.33,,Thailand,"1420/1 Pradit Manutham Rd, Khwaeng Khlong Chan, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",4.3,http://www.est-33.com/,
Est.33 at The Nine Center Rama 9,True,EST.33 The Nine Rama 9,,Thailand,"999, 4 Soi, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",4.3,http://www.est-33.com/,
Pink Typhoon Creative Pasta & Steak Ari,True,"PINK TYPHOON Creative Pasta, Steak & Wine",,Thailand,"20, 1 Soi Ari Samphan 7 Alley, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",4.8,https://www.facebook.com/pink.typhoon/,
Yuki Wagyu Shabu Izakaya,True,Yuki wagyu shabu izakaya. Premium shabu sushi handroll.,,Thailand,"303 Soi Sukhumvit 63, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.9,,
Sandee Homey Thai Restaurant (Pattaya),True,Sandee Homey Thai Restaurant,Muang Pattaya,Thailand,"DeePromPattaya Hotel 503/24 Sukhumvit Pattaya 42 Road Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",4.8,https://www.facebook.com/sandeehomeythai,
Ginpao Phochana,True,Ginpao Phochana,,Thailand,"663-665, อาคารพิชัยญาติ ชั้น 1 ห้อง 103 ถ. มังกร แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพมหานคร 10100, Thailand",4.5,https://www.facebook.com/gpyaowarat/,
Thachang At Telok Ayer,True,Thachang @ Telok Ayer,Singapore,Singapore,"171 Telok Ayer St, Singapore 068621",4.0,,
Thachang At Bugis Junction,True,Thachang @ Bugis Junction,Singapore,Singapore,"200 Victoria St, #02-46 Bugis Junction, Singapore 188021",4.0,https://thachangsg.com/,
Putahracsa Staycation (Hua Hin),True,Putahracsa Hua Hin,Tambon Hua Hin,Thailand,"22, 65 Soi Naeb Kehardt, Tambon Hua Hin, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan 77110, Thailand",4.6,http://www.putahracsa.com/,
Ballad Riverside Rooftop Bar & Restaurant,True,Ballad Riverside Rooftop Bar & Restaurant,,Thailand,"59 Soi Rat Burana 11, บางปะกอก, Khet Rat Burana, Krung Thep Maha Nakhon 10140, Thailand",4.8,http://balladbkk.com/,
Kai Maeng-da Ta-lay Phao,False,,,,,,,No results found
Sho Japanese Dining,True,SHO 勝 Japanese Omakase,Singapore,Singapore,"809 French Rd, #03-31 Kitchener Complex, Singapore 200809",4.5,https://shomakase.sg/,
Dose Factory (Udon Thani),True,Dose Factory,อ.เมือง,Thailand,"112/1 Soi Naresuan, Tambon Mak Khaeng, อ.เมือง Chang Wat Udon Thani 41000, Thailand",4.7,https://www.doseespresso.com/,
Oscar's At Conrad Singapore Marina Bay,True,Oscar's @ Conrad Singapore Marina Bay,Singapore,Singapore,"2 Temasek Blvd, Singapore 038982",4.5,https://www.hilton.com/en/hotels/sincici-conrad-centennial-singapore/dining/oscars/?WT.mc_id=zAPEC0SG1CH2NaturalSearch3GoogleMyBusiness4OscarsGBL_Jul5GoogleBusinessListing6SINCICI7EN8i139123,
Gui Ratchayo ,True,กุ๊ย รัชโย ( Gui Ratchayo ),,Thailand,"1426 Phahon Yothin Road, Khwaeng Chan Kasem, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.7,,
Gui Phan Khwai,False,,,,,,,No results found
Apsara Cruise by Banyan Tree,True,Apsara Cruise,,Thailand,"23 Soi Charoen Krung 24, Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",4.9,https://www.banyantree.com/thailand/bangkok/dining/apsara-cruise,
Something Journey (Chiang Rai) ,True,Something Journey Chiang Rai Cafe | Restaurant | Villa ซัมติง เจอร์นี่,Tambon Huai Sak,Thailand,"99, Something Journey, Tambon Huai Sak, Amphoe Mueang Chiang Rai, Chang Wat Chiang Rai 57000, Thailand",4.9,https://www.somethingjourney.com/,
TRIBE TABLE at Tribe Bangkok Hotel,True,TRIBE Table @TRIBE Bangkok,,Thailand,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.4,https://all.accor.com/hotel/C0G7/index.th.shtml,
HANJI Taiwanese Hot Pot Thonglor,True,HANJI Authentic Taiwanese Hot Pot,,Thailand,"38 Prompak Alley, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.5,https://www.hanjibkk.com/,
HANJI Taiwanese Hot Pot Sala Daeng,True,HANJI Authentic Taiwanese Hot Pot,,Thailand,"38 Prompak Alley, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.5,https://www.hanjibkk.com/,
Jiateajiabueng (Chai Nat),False,,,,,,,No results found
Taco Hachi At TRIBE Bangkok Hotel,True,Taco Hachi @TRIBE Bangkok,,Thailand,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.5,https://tribebangkokhotel.com/dining/taco-hachi/,
Hunger Bear (Nakhon Sawan),True,Hunger Bear ฮังเกอร์แบร์ นครสวรรค์,นครสวรรค์ตก,Thailand,"434 163 นครสวรรค์ตก Amphoe Mueang Nakhon Sawan, Chang Wat Nakhon Sawan 60000, Thailand",4.8,,
NJ Shabu Shabu Pattaya,True,NJ Shabu Premium สาขา Pattaya,Muang Pattaya,Thailand,"485, 3, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",4.9,,
The Park Restaurant & Cafe Si Racha (Chonburi),True,The Park Restaurant & Café,Tambon Si Racha,Thailand,"2, 1 Si Racha Nakhon 3, Tambon Si Racha, Amphoe Si Racha, Chang Wat Chon Buri 20110, Thailand",4.7,https://www.facebook.com/theparkrestaurantsriracha?mibextid=ZbWKwL,
Khun Noo Shabu Mookata,False,,,,,,,No results found
Louie's on fifteen Bamboo & Bourbon,True,LOUIE'S on fifteen | BAMBOO & BOURBON,,Thailand,"No.4, Soi Sukumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.9,https://www.facebook.com/share/17V3urcu9N/?mibextid=wwXIfr,
All Day Fine,True,All Day Fine x Good Cafe,,Thailand,"1060/54 Thanon Vibhavadi Rangsit, Khwaeng Chom Phon, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.8,https://www.facebook.com/alldayfine/,
O' Leary's Irish Pub Bangkok,True,O'Leary's Irish Pub Bangkok,,Thailand,"4 Sukhumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.1,https://lp-hospitality.com/,
Mama Diam 妈妈店,True,Mama Diam 妈妈店: Hidden restaurant and cocktail bar (Prinsep Street),Singapore,Singapore,"38 Prinsep St, #01-01, Singapore 188665",4.6,http://www.mamadiamsg.com/,
Taksim Restaurant,True,Taksim Restaurant,Singapore,Singapore,"14 Baghdad St, #199653, Singapore 199653",4.8,https://www.taksim.com.sg/,
Mulligans Irish Bar,True,Mulligans Irish Bar | Khaosan road,,Thailand,"265 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",4.2,https://www.facebook.com/mulligansirishbarkhaosan/,
Bone Apple Tea Bistro ,True,Bone Apple Tea Bistro,Singapore,Singapore,"1 Ann Siang Hill, Singapore 069784",5.0,https://boneappletea.cococart.co/,
2 Béo Vietnamese Restaurant,True,2 Béo (Hai Béo) Vietnamese Restaurant,Singapore,Singapore,"73 Bussorah St, Singapore 199486",4.8,https://social.quandoo.com/en/groups/2%20B%C3%A9o%20Vietnamese%20Restaurant,
Akasa - Authentic North Indian Restaurant,True,Akasa | North Indian Restaurant & Bar in Singapore,Singapore,Singapore,"79 Robinson Rd, #01-03 CapitaSky, Singapore 068897",4.7,https://akasa.sg/,
Fighto Izakaya,True,Fighto Izakaya,,Thailand,"MPX4+F3W ซอย 99 Khwaeng Prawet, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",4.7,https://www.wongnai.com/restaurants/376802oL-fighto-fusion-izakaya,
Na-nang restaurant,True,Nangfa Thai Kitchen,Singapore,Singapore,"136 Bedok North Ave 3, #01-166, Singapore 460136",4.4,https://nangfa.oddle.me/,
LoLo Bar Grill,True,LOLO Bar Grill,,Thailand,"50 Soi Ramkhamhaeng 164, Lane 12, Khwaeng Min Buri, Khet Min Buri, Krung Thep Maha Nakhon 10510, Thailand",4.9,https://www.facebook.com/profile.php?id=61566804786359,
Baan Glom Gig ,True,Baan Glom Gig บ้านกลมกิ๊ก,,Thailand,"25 Soi Ruamrudee 1, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.3,,
Golden Peony At Conrad Singapore Marina Bay,True,Golden Peony,Singapore,Singapore,"2 Temasek Blvd, Singapore 038982",4.7,https://www.hilton.com/en/hotels/sincici-conrad-singapore-marina-bay/dining/golden-peony/,
Lobby Lounge & The Terrace At Conrad Singapore Marina Bay,True,Lobby Lounge at Conrad Singapore Marina Bay,Singapore,Singapore,"2 Temasek Blvd, Singapore 038982",4.7,https://www.hilton.com/en/hotels/sincici-conrad-centennial-singapore/dining/lobby-lounge/?WT.mc_id=zAPEC0SG1CH2NaturalSearch3GoogleMyBusiness4LobbyLoungeGBL_Jul5GoogleBusinessListing6SINCICI7EN8i139125,
AYAME Restaurant,True,Ayame,Navi Mumbai,India,"shop no-7,1st floor, Sai Sagar Complex, plot no-69, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",4.6,https://www.instagram.com/ayamenavimumbai?igsh=MXNobnlxdXVmOGszaw==,
The Seafood Market by House of White Bee Hoon,True,The Seafood Market (Halal) @ Riverwalk (by House of White Bee Hoon),Singapore,Singapore,"20 Upper Circular Rd, #B1-38 The Riverwalk, Singapore 058416",4.4,https://theseafoodmarket.oddle.me/en_SG/,
Wagyu Kurabu Premium Yakiniku ,True,Wagyu Kurabu Premium Yakiniku,,Thailand,"604/3 Thanon Phetchaburi, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.9,http://linktr.ee/wagyukurabu,
Kapi (Surat Thani),True,กะปิ ร้านอาหาร (KAPI),Mueang Surat Thani District,Thailand,"Talat, Mueang Surat Thani District, Surat Thani 84000, Thailand",4.7,,
The Barracuda Sky Gala at Akara (Pattaya),True,Barracuda Sky Gala,Muang Pattaya,Thailand,"XV3Q+4MJ, Soi Naklua 31, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",3.7,,
Yao Restaurant Bangkok Marriott Hotel The Surawongse,True,Bangkok Marriott Hotel The Surawongse,,Thailand,"262 Surawong Rd, Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.7,https://www.marriott.com/en-us/hotels/bkkwo-bangkok-marriott-hotel-the-surawongse/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,
The Grille & Picolo Eatery,True,The Grille & Picolo Eatery,,Thailand,"Phenix, G Floor, 604 ถ. เพชรบุรี แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400, Thailand",4.8,https://www.facebook.com/thegrillepicolo/,
 Sand Box Beachfront Bar & Eatery Phuket,True,Sand Box Beachfront Bar & Eatery,Tambon Mai Khao,Thailand,"Renaissance Phuket Resort & Spa 555, Tambon Mai Khao, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",4.4,https://www.marriott.com/hotels/hotel-information/restaurant/hktbr-renaissance-phuket-resort-and-spa/,
Dragster Caffe,True,Dragster Caffe สุขุมวิท 22,,Thailand,"318, 27-28 Sukhumvit Soi 22, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.9,,
Kissuisen At Bangkok Marriott Hotel The Surawongse,True,Bangkok Marriott Hotel The Surawongse,,Thailand,"262 Surawong Rd, Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.7,https://www.marriott.com/en-us/hotels/bkkwo-bangkok-marriott-hotel-the-surawongse/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,
TOT.ladphrao,True,TOT.ladphrao,,Thailand,"12 18 Lat Phrao Rd, Khwaeng Chom Phon, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.6,,
Akase Shabu ,True,Akase Shabu สาขา สวนสยาม,,Thailand,"219 Thanon Suan Sayam, Khwaeng Khan Na Yao, Khet Khan Na Yao, Krung Thep Maha Nakhon 10230, Thailand",4.3,https://www.facebook.com/akase.shabubuffet/,
Suparos Thai - Italian Restaurant,True,SUPAROS THAI - ITALIAN RESTAURANT,,Thailand,"63 S Sathon Rd, Khwaeng Thung Maha Mek, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",4.8,,
Royal Princess Cruise ,True,Royal Princess Cruise,,Thailand,"2194 ถ. เจริญกรุง Khwaeng Wat Phraya Krai, Khet Bang Kho Laem, Krung Thep Maha Nakhon 10120, Thailand",3.2,https://booking.royalcruisebangkok.com/en-US/product/YW2PAJ,
Love Me Cafe and Bar,True,My Awesome Cafe,Singapore,Singapore,"202 Telok Ayer St, Singapore 068639",4.7,http://www.myawesomecafe.com/,
Kichi Omakase ,True,Kichi Omakase,Philadelphia,United States,"112 S 12th St, Philadelphia, PA 19107, USA",4.7,,
Longpao Dimsum Hong Kong Market Place Theprak,True,หลงเปาติ่มซำฮ่องกง,,Thailand,"18 Hua Mak Road, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",4.8,,
Sakon Thai At E!Hub Downtown East,True,Sakon Thai @ E!Hub Downtown East,Singapore,Singapore,"1 Pasir Ris Cl, #01-108, Singapore 519599",4.3,https://linktr.ee/SakonThai,
Sakon Thai Village At Tiong Bahru Plaza,True,Sakon Thai Village @ Tiong Bahru Plaza,Singapore,Singapore,"Tiong Bahru Plaza, #02-135, 302 Tiong Bahru Rd, Singapore 168732",4.1,https://linktr.ee/SakonThai,
Sakon Thai At Northpoint City,True,Sakon Thai @ Northpoint City,Singapore,Singapore,"930 Yishun Ave 2, #01 - 129 Northpoint City, Singapore 769098",4.2,https://linktr.ee/SakonThai,
Fairy Garden BKK,True,Fairy Garden BKK,,Thailand,"9 9 Soi Ekkamai 7, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.2,https://www.facebook.com/profile.php?id=61566608588054,
Homie Bar & Restaurant,True,Homie Bar & Restaurant,,Thailand,"981 ชั้นที่ 1 Si Lom Rd, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.8,https://www.instagram.com/homiebar.bkk/?next=/,
Lingchen Cafe & Bistro (Trang),True,Lingchen Café and Bistro,ตำบล กันตัง,Thailand,"47 Nakai, ตำบล กันตัง อำเภอ กันตัง ตรัง 92110, Thailand",4.6,https://www.facebook.com/%E0%B8%AB%E0%B8%A5%E0%B8%B4%E0%B8%87%E0%B9%80%E0%B8%89%E0%B8%B4%E0%B8%99-Ling-Chen-Cafe-106883884316203,
Bistro M - Marriott Sukhumvit 50,True,Bistro M,,Thailand,"The Ground Floor Marriott Executive Apartments, 90 Sukhumvit Park, Khwaeng Khlong Tan Nuea, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.4,https://www.marriott.com/en-us/dining/restaurant-bar/bkksp-sukhumvit-park-bangkok-marriott-executive-apartments/190767-bistro-m.mi,
Bistro M - Marriott Sukhumvit 101,True,Bistro M,,Thailand,"The Ground Floor Marriott Executive Apartments, 90 Sukhumvit Park, Khwaeng Khlong Tan Nuea, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.4,https://www.marriott.com/en-us/dining/restaurant-bar/bkksp-sukhumvit-park-bangkok-marriott-executive-apartments/190767-bistro-m.mi,
SOE Coffee & Bistro at The Kiri Pool Villa Resort (Phuket),True,SOE (โซอี้) Coffee & Bistro,Tambon Si Sunthon,Thailand,"232 1, Tambon Si Sunthon, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",4.8,https://www.facebook.com/profile.php?id=61569755033634&locale=th_TH,
Lion's Tale (Trang),True,Lion’s Tale Trang,Tambon Na Ta Luang,Thailand,"28, 11 Huai Yot Road, Tambon Na Ta Luang, เมือง, Chang Wat Trang 92000, Thailand",4.8,https://www.facebook.com/lionstaletrang,
Tachinomiya Japanese Izakaya & Bar,True,Tachinomiya Japanese Izakaya & Bar,Singapore,Singapore,"211 Hougang St 21, #01-285, Singapore 530211",4.1,https://www.tachinomiya.com.sg/,
Grand Konak Turkish and Lebanese Restaurant,True,Grand Konak Turkish and Lebanese Restaurants,Singapore,Singapore,"Blk D River Valley, #01-05 Clarke Quay, Singapore 179023",4.0,https://www.grandkonak.com.sg/,
Madame Liu,True,MADAM LIU KUE LAPIS IJO,Kota Jakarta Pusat,Indonesia,"Jl. Kartini V Dalam No.22, RT.1/RW.8, Kartini, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10750, Indonesia",4.2,,
Central Siam Cuisine,True,Central Siam Cuisine,Singapore,Singapore,"598 Yishun Ring Rd, #01-51/52 Wisteria Mall, Singapore 768698",4.4,,
Black Cherry ,True,Black Cherry,Singapore,Singapore,"4 Jln Mat Jambol, #01-09, Singapore 119555",4.6,https://www.blackcherry.sg/,
Jules Epicurean French Cuisine,True,Jules Epicurean French Cuisine,Singapore,Singapore,"Blk D River Valley Rd, #01-05A Clarke Quay, Singapore 179023",4.0,https://www.jules.com.sg/,
TANOKE,True,TANOKE,Singapore,Singapore,"7 Purvis St, Level 2, Singapore 188586",4.7,http://www.tanoke.sg/,
Feed the beast ,True,Beast & Butterflies,Singapore,Singapore,"90 Robertson Quay, Level 1, Singapore 238259",4.1,https://www.msocial.com/en/singapore/m-social-singapore/dining/beast-and-butterflies/,
The Kiri Villas Resort Staycation (Phuket),True,THE KIRI POOL VILLAS RESORT PHUKET,Tambon Si Sunthon,Thailand,"232 /1 หมู่ที่ 6 ถนน บ้านดอน - บ้านใหญ่ Tambon Si Sunthon, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",4.4,http://www.thekirivillas.com/,
Krua Khun Ein Ratchada 32,True,ครัวคุณอิ้น รัชดา32,,Thailand,"22 167 Soi Ratchadaphisek 32, Lane 2, Khwaeng Chan Kasem, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.5,https://www.facebook.com/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%AD%E0%B8%B4%E0%B9%89%E0%B8%99-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B232-115033560401562/,
Three Amigos Mexican and Indian Cuisine,True,Three Amigos Mexican and Indian Cusines,Singapore,Singapore,"76 Boat Quay, #01-01, Singapore 049864",4.0,,
Coriander Leaf @ Craig,True,Coriander Leaf Craig,Singapore,Singapore,"20 Craig Rd, #01-01 Craig Place, Singapore 089692",4.3,https://corianderleaf.com/,
Coriander Leaf @ Singapore Polo Club,True,Coriander Leaf @ Singapore Polo Club,Singapore,Singapore,"80 Mount Pleasant Rd, Singapore 298334",4.5,https://corianderleaf.com/singapore-polo-club,
Purple Laurel 紫桂轩,True,Purple Laurel,,Thailand,"Raynue zone, 4th Floor, 502 Gaysorn Amarin, แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",4.7,https://www.instagram.com/purplelaurel.bkk/,
THE LOBBY at InterContinental Bangkok Sukhumvit,True,"THE LOBBY (Lobby, InterContinental Bangkok Sukhumvit)",,Thailand,"10 Sukhumvit 59, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://www.ihg.com/intercontinental/hotels/us/en/bangkok/bkktl/hoteldetail/dining,
Yumcha Teahouse Empire Tower,True,Yumcha Teahouse,,Thailand,"1 เอ็มไพร์ ทาวเวอร์ BTS ช่องนนทรี Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",4.7,,
Bottle Rockets,True,Bottle Rockets Bar,Plano,United States,"5800 Legacy Dr suite c-11, Plano, TX 75024, USA",3.7,http://bottlerocketsbar.com/,
Shabu Puko Sri Racha (Chonburi),True,Shabu PUKO,Tambon Si Racha,Thailand,"155, 2, Tambon Si Racha, Amphoe Si Racha, Chang Wat Chon Buri 20110, Thailand",4.3,https://www.facebook.com/shabupuko/,
Shabu Puko Muang Mai (Chonburi),True,Shabu PUKO - สาขาเมืองใหม่ ชลบุรี,Tambon Samet,Thailand,"39, 33 Moo 1, Tambon Samet, Amphoe Mueang Chon Buri, Chang Wat Chon Buri 20130, Thailand",4.4,,
 IGNIV Bangkok at The St.Regis Bangkok (One Michelin Star),True,IGNIV Bangkok อิกนีฟ แบงค็อก,,Thailand,"159 Thanon Ratchadamri, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.7,http://www.ignivbangkok.com/,
"DID - Dine in the Dark at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",True,"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok",,Thailand,"250 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://www.marriott.com/en-us/hotels/bkklc-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,
Living Table Bangkok,True,Living Table Bangkok,,Thailand,"2 Soi Motorway 7, Lane 3, Thap Chang, Khet Saphan Sung, Krung Thep Maha Nakhon 10250, Thailand",4.9,https://livingtableth.com/,
"Le Petit Chef at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",True,Le Petit Chef - Sheraton Bangkok,,Thailand,"Sheraton Grande, 250 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.2,https://lepetitchef.com/bangkok-sheraton,
